VARID,DOCULECT,GLOSS,VALUE_ORG,SINGULAR,PLURAL,FORM,CONCEPT,POS,BEFORE_PARSE,PARSED
0.0,TommoSoTongoTongo,(e.g. host) act as guide for (a visitor),téérí-yé,,,téérí-yé,LEAD (GUIDE),verb,téérí-yé,téér-í-yé
0.0,ToroTegu,(e.g. host) act as guide for (a visitor),bàrú\\bàrá,,,bàrá,LEAD (GUIDE),verb,bàrá,bàr-á
0.0,YornoSo,(e.g. host) act as guide for (a visitor),dìmɛ́-rɛ́-\\dìmɛ́-rú,,,dìmɛ́-rɛ́,LEAD (GUIDE),verb,dìmɛ́-rɛ́,dìm-ɛ́-rɛ́
0.0,BankanTey,"chiefhood, status of being (traditional) chief",ɔ̌:,ɔ̌:,,,CHIEFTAIN,noun,ɔ̌:,ɔ̌ɔ̌
0.0,BenTey,"chiefhood, status of being (traditional) chief",ɔ̌:,ɔ̌:,,,CHIEFTAIN,noun,ɔ̌:,ɔ̌ɔ̌
0.0,JamsayDouentza,"chiefhood, status of being (traditional) chief",ɔ̀ɣɔ́,ɔ̀ɣɔ́,,,CHIEFTAIN,noun,ɔ̀ɣɔ́,ɔ̀ɣɔ́
0.0,Mombo,"chiefhood, status of being (traditional) chief",pìré: ǹkálúmá,pìré: ǹkálúmá,,,CHIEFTAIN,noun,pìré: ǹkálúmá,pìrééǹ-kálú-má
0.0,BonduSoNajamba,"chiefhood, status of being (traditional) chief",kî:,kî:,,,CHIEFTAIN,noun,kî:,kíì
0.0,Nanga,"chiefhood, status of being (traditional) chief",ɔ̀gɔ́,ɔ̀gɔ́,,,CHIEFTAIN,noun,ɔ̀gɔ́,ɔ̀-gɔ́
0.0,PergeTegu,"chiefhood, status of being (traditional) chief",ɔ̀gɔ́,ɔ̀gɔ́,,,CHIEFTAIN,noun,ɔ̀gɔ́,ɔ̀-gɔ́
0.0,TogoKan,"chiefhood, status of being (traditional) chief",ɔ̀gɔ́,ɔ̀gɔ́,,,CHIEFTAIN,noun,ɔ̀gɔ́,ɔ̀-gɔ́
0.0,TommoSoTongoTongo,"chiefhood, status of being (traditional) chief",ɔ́gɔ́,ɔ́gɔ́,,,CHIEFTAIN,noun,ɔ́gɔ́,ɔ́-gɔ́
0.0,ToroTegu,"chiefhood, status of being (traditional) chief",ɔ̀gɔ́,ɔ̀gɔ́,,,CHIEFTAIN,noun,ɔ̀gɔ́,ɔ̀-gɔ́
0.0,YornoSo,"chiefhood, status of being (traditional) chief",ɔ̀gɔ́,ɔ̀gɔ́,,,CHIEFTAIN,noun,ɔ̀gɔ́,ɔ̀-gɔ́
0.0,BankanTey,"noble, freeborn person","dímò-m\\dímò, ɔ̀:-yî:",dímò-m,dímò,,NOBLE,noun,dímò-m,dímò-m
1.0,BankanTey,"noble, freeborn person","dímò-m\\dímò, ɔ̀:-yî:",ɔ̀:-yî:,,,,noun,ɔ̀:-yî:,ɔ̀ɔ̀yíì
0.0,BenTey,"noble, freeborn person",bà:mà-yí-m\\-[yì-tɛ᷈:],bà:mà-yí-m,bà:mà-yì-tɛ᷈:,,NOBLE,noun,bà:mà-yí-m,bààmà-yí-m
0.0,Bunoge,"noble, freeborn person",hɔ́:lɔ̀,hɔ́:lɔ̀,,,NOBLE,noun,hɔ́:lɔ̀,hɔ́ɔ́lɔ̀
0.0,DogulDomBendiely,"noble, freeborn person",dímò,dímò,,,NOBLE,noun,dímò,dí-mò
0.0,DonnoSo,"noble, freeborn person",ndè-sálà,ndè-sálà,,,NOBLE,noun,ndè-sálà,ndè-sálà
0.0,JamsayGourou,"noble, freeborn person",ɔ̀ɣɔ̀ în,ɔ̀ɣɔ̀ în,,,NOBLE,noun,ɔ̀ɣɔ̀ în,ɔ̀ɣɔ̀în
0.0,JamsayDouentza,"noble, freeborn person",ɔ̀ɣɔ̀ în\\ɔ̀ɣɔ̀-úrⁿùm,ɔ̀ɣɔ̀ în,ɔ̀ɣɔ̀-úrⁿùm,,NOBLE,noun,ɔ̀ɣɔ̀ în,ɔ̀ɣɔ̀în
0.0,Mombo,"noble, freeborn person",dímò,dímò,,,NOBLE,noun,dímò,dí-mò
0.0,BonduSoNajamba,"noble, freeborn person","nò: nálà\\nò-mbò nálà-mbò, dímò\\dímò-mbò",nò: nálà,nò-mbò nálà-mbò,,NOBLE,noun,nò: nálà,nòòná-là
1.0,BonduSoNajamba,"noble, freeborn person","nò: nálà\\nò-mbò nálà-mbò, dímò\\dímò-mbò",dímò,dímò-mbò,,,noun,dímò,dí-mò
0.0,Nanga,"noble, freeborn person","kɔ́:là, dímâ",kɔ́:là,,,NOBLE,noun,kɔ́:là,kɔ́ɔ́là
1.0,Nanga,"noble, freeborn person","kɔ́:là, dímâ",dímâ,,,,noun,dímâ,dí-mâ
0.0,Penange,"noble, freeborn person",hɔ́:lɔ́,hɔ́:lɔ́,,,NOBLE,noun,hɔ́:lɔ́,hɔ́ɔ́lɔ́
0.0,PergeTegu,"noble, freeborn person",ɔ̀gɔ̀-î:ⁿ,ɔ̀gɔ̀-î:ⁿ,,,NOBLE,noun,ɔ̀gɔ̀-î:ⁿ,ɔ̀gɔ̀íì-ⁿ
0.0,TebulUre,"noble, freeborn person",ɲì dímɛ̀\\nù-mbɔ̀ dímɛ̀-mbɔ̀,ɲì dímɛ̀,nù-mbɔ̀ dímɛ̀-mbɔ̀,,NOBLE,noun,ɲì dímɛ̀,ɲìdí-mɛ̀
0.0,Tiranige,"noble, freeborn person",ɔ̀:lá,ɔ̀:lá,,,NOBLE,noun,ɔ̀:lá,ɔ̀ɔ̀lá
0.0,TogoKan,"noble, freeborn person",hɔ́:rɔ́ⁿ,hɔ́:rɔ́ⁿ,,,NOBLE,noun,hɔ́:rɔ́ⁿ,hɔ́ɔ́rɔ́-ⁿ
0.0,TommoSoTongoTongo,"noble, freeborn person",ɔ́lɔ́-nɔ́ \\ ɔ́lɔ́-m,ɔ́lɔ́-nɔ́,ɔ́lɔ́-m,,NOBLE,noun,ɔ́lɔ́-nɔ́,ɔ́lɔ́nɔ́
0.0,ToroTegu,"noble, freeborn person",bɔ̀rcì-ní\\bɔ̀rcǐ-m,bɔ̀rcì-ní,bɔ̀rcǐ-m,,NOBLE,noun,bɔ̀rcì-ní,bɔ̀r-cìní
0.0,YandaDom,"noble, freeborn person",dímɛ̀\\dímɛ̀-mù,dímɛ̀,dímɛ̀-mù,,NOBLE,noun,dímɛ̀,dí-mɛ̀
0.0,BankanTey,master (of slave),bɔ̀ŋgɔ̌-m\\bɔ̀ŋgɔ́,bɔ̀ŋgɔ̌-m,bɔ̀ŋgɔ́,,MASTER,noun,bɔ̀ŋgɔ̌-m,bɔ̀-ŋgɔ̌-m
0.0,BenTey,master (of slave),"bɔ̀ŋgɔ́, bɔ̀ŋɔ́",bɔ̀ŋgɔ́,,,MASTER,noun,bɔ̀ŋgɔ́,bɔ̀-ŋgɔ́
1.0,BenTey,master (of slave),"bɔ̀ŋgɔ́, bɔ̀ŋɔ́",bɔ̀ŋɔ́,,,,noun,bɔ̀ŋɔ́,bɔ̀ŋɔ́
0.0,DogulDomBendiely,master (of slave),nàbáŋ,nàbáŋ,,,MASTER,noun,nàbáŋ,nàbá-ŋ
0.0,DogulDomKundialang,master (of slave),nàbáŋà,nàbáŋà,,,MASTER,noun,nàbáŋà,nàbá-ŋà
0.0,DonnoSo,master (of slave),kû: bàŋá,kû: bàŋá,,,MASTER,noun,kû: bàŋá,kûkû-bàŋá
0.0,JamsayDouentza,master (of slave),báŋà,báŋà,,,MASTER,noun,báŋà,báŋà
0.0,Mombo,master (of slave),bá:ŋgà,bá:ŋgà,,,MASTER,noun,bá:ŋgà,báá-ŋgà
0.0,BonduSoNajamba,master (of slave),dòmbǎ:\\dòmbà-mbó,dòmbǎ:,dòmbà-mbó,,MASTER,noun,dòmbǎ:,dò-mbàá
0.0,Nanga,master (of slave),bàŋá,bàŋá,,,MASTER,noun,bàŋá,bàŋá
0.0,PergeTegu,master (of slave),mó:dù,mó:dù,,,MASTER,noun,mó:dù,móódù
0.0,TebulUre,master (of slave),báŋgà,báŋgà,,,MASTER,noun,báŋgà,bá-ŋgà
0.0,Tiranige,master (of slave),gùnàrì,gùnàrì,,,MASTER,noun,gùnàrì,gùnà-rì
0.0,TogoKan,master (of slave),bàŋá,bàŋá,,,MASTER,noun,bàŋá,bàŋá
0.0,TommoSoTongoTongo,master (of slave),bàŋáá,bàŋáá,,,MASTER,noun,bàŋáá,bàŋáá
0.0,ToroTegu,master (of slave),bà:ⁿsá,bà:ⁿsá,,,MASTER,noun,bà:ⁿsá,bààⁿsá
0.0,YandaDom,master (of slave),kó bádù,kó bádù,,,MASTER,noun,kó bádù,kóbá-dù
0.0,YornoSo,master (of slave),bàŋâ:,bàŋâ:,,,MASTER,noun,bàŋâ:,bàŋáà
0.0,BankanTey,slave,gùndǎ-m\\gùndá,gùndǎ-m,gùndá,,SLAVE,noun,gùndǎ-m,gù-ndǎ-m
0.0,BenTey,slave,gùlɔ̌-m\\gùlɔ́,gùlɔ̌-m,gùlɔ́,,SLAVE,noun,gùlɔ̌-m,gùlɔ̌-m
0.0,Bunoge,slave,kɔ́mbɛ̀,kɔ́mbɛ̀,,,SLAVE,noun,kɔ́mbɛ̀,kɔ́-mbɛ̀
0.0,DogulDomBendiely,slave,gùnnó,gùnnó,,,SLAVE,noun,gùnnó,gùn-nó
0.0,DogulDomKundialang,slave,gùnnɔ́,gùnnɔ́,,,SLAVE,noun,gùnnɔ́,gùn-nɔ́
0.0,DonnoSo,slave,gùnnɔ̀-nɔ́,gùnnɔ̀-nɔ́,,,SLAVE,noun,gùnnɔ̀-nɔ́,gùn-nɔ̀nɔ́
0.0,JamsayGourou,slave,gùnó-n,gùnó-n,,,SLAVE,noun,gùnó-n,gùnó-n
0.0,JamsayDouentza,slave,"gùnó-n, nɛ́mnɛ́-n",gùnó-n,,,SLAVE,noun,gùnó-n,gùnó-n
1.0,JamsayDouentza,slave,"gùnó-n, nɛ́mnɛ́-n",nɛ́mnɛ́-n,,,,noun,nɛ́mnɛ́-n,nɛ́m-nɛ́n
0.0,JamsayMondoro,slave,gùnó-n,gùnó-n,,,SLAVE,noun,gùnó-n,gùnó-n
0.0,Mombo,slave,gúndà,gúndà,,,SLAVE,noun,gúndà,gú-ndà
0.0,BonduSoNajamba,slave,"gùndɛ́\\gùndàwó:, gùndɛ́\\gùndɛ́-mbó",gùndɛ́,gùndàwó:,,SLAVE,noun,gùndɛ́,gù-ndɛ́
1.0,BonduSoNajamba,slave,"gùndɛ́\\gùndàwó:, gùndɛ́\\gùndɛ́-mbó",gùndɛ́,gùndɛ́-mbó,,,noun,gùndɛ́,gù-ndɛ́
0.0,Nanga,slave,gùndá,gùndá,,,SLAVE,noun,gùndá,gù-ndá
0.0,Penange,slave,gùndà,gùndà,,,SLAVE,noun,gùndà,gù-ndà
0.0,PergeTegu,slave,gùlɔ̌-n\\gùlɔ̌-m,gùlɔ̌-n,gùlɔ̌-m,,SLAVE,noun,gùlɔ̌-n,gùlɔ̌-n
0.0,TebulUre,slave,gùndɔ́\\gùndɔ̀-mbɔ́,gùndɔ́,gùndɔ̀-mbɔ́,,SLAVE,noun,gùndɔ́,gù-ndɔ́
0.0,Tiranige,slave,kɔ́mɛ́,kɔ́mɛ́,,,SLAVE,noun,kɔ́mɛ́,kɔ́-mɛ́
0.0,TogoKan,slave,gùnɔ́,gùnɔ́,,,SLAVE,noun,gùnɔ́,gùnɔ́
0.0,TommoSoTongoTongo,slave,gùnnɔ̀-nɔ́ \\ gùnnɔ̌-m,gùn-nɔ̀-nɔ́,gùnnɔ̌-m,,SLAVE,noun,gùn-nɔ̀-nɔ́,gùn-nɔ̀nɔ́
0.0,ToroTegu,slave,gùnɔ́,gùnɔ́,,,SLAVE,noun,gùnɔ́,gùnɔ́
0.0,YandaDom,slave,gùnò\\-mù,gùnò,gùnò-mù,,SLAVE,noun,gùnò,gùnò
0.0,YornoSo,slave,gùnɔ̀-nɛ́\\gùnɔ̀-ḿ,gùnɔ̀-nɛ́,gùnɔ̀-ḿ,,SLAVE,noun,gùnɔ̀-nɛ́,gùnɔ̀-nɛ́
0.0,BankanTey,"weak, feeble (person or animal)","kɔ̀yú-m\\kɔ̀yú, lɔ́kkà-m\\lɔ́kkà",kɔ̀yú-m,kɔ̀yú,,WEAK,adjective,kɔ̀yú-m,kɔ̀yúm
1.0,BankanTey,"weak, feeble (person or animal)","kɔ̀yú-m\\kɔ̀yú, lɔ́kkà-m\\lɔ́kkà",lɔ́kkà-m,lɔ́kkà,,,adjective,lɔ́kkà-m,lɔ́kkàm
0.0,BenTey,"weak, feeble (person or animal)",já:sù-m\\já:sù-yɛ̀,já:sù-m,já:sù-yɛ̀,,WEAK,adjective,já:sù-m,jáásùm
0.0,DogulDomKundialang,"weak, feeble (person or animal)",jâ:s (já:sù),jâ:s ,já:sù,,WEAK,adjective,jâ:s ,jáàs
0.0,DonnoSo,"weak, feeble (person or animal)",kɔ́y-kɔ̀y,kɔ́y-kɔ̀y,,,WEAK,adjective,kɔ́y-kɔ̀y,kɔ́-ykɔ̀y
0.0,JamsayDouentza,"weak, feeble (person or animal)",kɔ̌y,kɔ̌y,,,WEAK,adjective,kɔ̌y,kɔ̌-y
0.0,Mombo,"weak, feeble (person or animal)",wálé káná mándágà,wálé káná mándágà,,,WEAK,adjective,wálé káná mándágà,wálékánámándág-à
0.0,BonduSoNajamba,"weak, feeble (person or animal)",yɔ̀rɛ̂:\\yɔ̀rɔ̂:,yɔ̀rɛ̂:,yɔ̀rɔ̂:,,WEAK,adjective,yɔ̀rɛ̂:,yɔ̀rɛ̂-ɛ̂
0.0,Nanga,"weak, feeble (person or animal)",kɔ̌y,kɔ̌y,,,WEAK,adjective,kɔ̌y,kɔ̌-y
0.0,PergeTegu,"weak, feeble (person or animal)",kɔ̌y,kɔ̌y,,,WEAK,adjective,kɔ̌y,kɔ̌-y
0.0,TommoSoTongoTongo,"weak, feeble (person or animal)","yɔ̀rú, kɔ̌y",yɔ̀rú,,,WEAK,adjective,yɔ̀rú,yɔ̀r-ú
1.0,TommoSoTongoTongo,"weak, feeble (person or animal)","yɔ̀rú, kɔ̌y",kɔ̌y,,,,adjective,kɔ̌y,kɔ̌-y
0.0,ToroTegu,"weak, feeble (person or animal)","kɔ́ŋɔ́, lǎ:là",kɔ́ŋɔ́,,,WEAK,adjective,kɔ́ŋɔ́,kɔ́ŋ-ɔ́
1.0,ToroTegu,"weak, feeble (person or animal)","kɔ́ŋɔ́, lǎ:là",lǎ:là,,,,adjective,lǎ:là,làál-à
0.0,YandaDom,"weak, feeble (person or animal)",tírgù,tírgù,,,WEAK,adjective,tírgù,tírg-ù
0.0,YornoSo,"weak, feeble (person or animal)","kɔ̀-ý, yɛ̀mɛ̀lɛ̀-ý",kɔ̀-ý,,,WEAK,adjective,kɔ̀-ý,kɔ̀ý
1.0,YornoSo,"weak, feeble (person or animal)","kɔ̀-ý, yɛ̀mɛ̀lɛ̀-ý",yɛ̀mɛ̀lɛ̀-ý,,,,adjective,yɛ̀mɛ̀lɛ̀-ý,yɛ̀mɛ̀lɛ̀ý
0.0,BankanTey,"defeat, overpower, vanquish",màmí,,,màmí,DEFEAT,verb,màmí,màm-í
0.0,Bunoge,"defeat, overpower, vanquish",ʔímmɛ̀,,,ʔímmɛ̀,DEFEAT,verb,ʔímmɛ̀,ʔím-mɛ̀
0.0,DogulDomBendiely,"defeat, overpower, vanquish",m̀mìyɛ́,,,m̀mìyɛ́,DEFEAT,verb,m̀mìyɛ́,m̀m-ì-yɛ́
0.0,DogulDomKundialang,"defeat, overpower, vanquish",míyɛ̀,,,míyɛ̀,DEFEAT,verb,míyɛ̀,míy-ɛ̀
0.0,DonnoSo,"defeat, overpower, vanquish",nùmbù-gùló\\númbù-gùl-ì,,,nùmbù-gùló,DEFEAT,verb,nùmbù-gùló,nùmb-ùg-ùló
0.0,JamsayDouentza,"defeat, overpower, vanquish","já:lɛ́, gàrá",,,já:lɛ́,DEFEAT,verb,já:lɛ́,jáál-ɛ́
1.0,JamsayDouentza,"defeat, overpower, vanquish","já:lɛ́, gàrá",,,gàrá,,verb,gàrá,gàr-á
0.0,Mombo,"defeat, overpower, vanquish",ímyɛ̂:,,,ímyɛ̂:,DEFEAT,verb,ímyɛ̂:,ímyɛ̂-ɛ̂
0.0,BonduSoNajamba,"defeat, overpower, vanquish",mǎ:m\\mà:mè,,,mà:mè,DEFEAT,verb,mà:mè,mààm-è
0.0,Nanga,"defeat, overpower, vanquish",gáɲɛ́,,,gáɲɛ́,DEFEAT,verb,gáɲɛ́,gáɲ-ɛ́
0.0,Penange,"defeat, overpower, vanquish",úm-yɛ̀ (ɲ-),,,úm-yɛ̀,DEFEAT,verb,úm-yɛ̀,úmy-ɛ̀
0.0,PergeTegu,"defeat, overpower, vanquish","dádɛ́, gáɲɛ́",,,dádɛ́,DEFEAT,verb,dádɛ́,dád-ɛ́
1.0,PergeTegu,"defeat, overpower, vanquish","dádɛ́, gáɲɛ́",,,gáɲɛ́,,verb,gáɲɛ́,gáɲ-ɛ́
0.0,TebulUre,"defeat, overpower, vanquish",zàrá (zàrá-tì-),,,zàrá,DEFEAT,verb,zàrá,zàr-á
0.0,Tiranige,"defeat, overpower, vanquish",ímí-yɔ́,,,ímí-yɔ́,DEFEAT,verb,ímí-yɔ́,ímíy-ɔ́
0.0,TogoKan,"defeat, overpower, vanquish",gɔ̀rⁿɔ́,,,gɔ̀rⁿɔ́,DEFEAT,verb,gɔ̀rⁿɔ́,gɔ̀rⁿ-ɔ́
0.0,TommoSoTongoTongo,"defeat, overpower, vanquish",ɛ́mmɛ́,,,ɛ́mmɛ́,DEFEAT,verb,ɛ́mmɛ́,ɛ́mm-ɛ́
0.0,YandaDom,"defeat, overpower, vanquish",nǎŋ\\nàŋá-lì,,,nàŋá-lì,DEFEAT,verb,nàŋá-lì,nàŋ-á-lì
0.0,YornoSo,"defeat, overpower, vanquish","gɔ̀rⁿɔ́, gàɲá",,,gɔ̀rⁿɔ́,DEFEAT,verb,gɔ̀rⁿɔ́,gɔ̀rⁿ-ɔ́
1.0,YornoSo,"defeat, overpower, vanquish","gɔ̀rⁿɔ́, gàɲá",,,gàɲá,,verb,gàɲá,gàɲ-á
0.0,BenTey,"command, be the chief",lá:mɛ́,,,lá:mɛ́,COMMAND,verb,lá:mɛ́,láám-ɛ́
0.0,Bunoge,"command, be the chief",là:mú kánì,,,là:mú kánì,COMMAND,verb,là:mú kánì,lààm-ú-kán-ì
0.0,DogulDomKundialang,"command, be the chief",mâr kánè,,,mâr kánè,COMMAND,verb,mâr kánè,mâr-kán-è
0.0,DonnoSo,"command, be the chief",lá:mù kán(à),,,lá:mù kánà,COMMAND,verb,lá:mù kánà,láám-ù-kán-à
0.0,Mombo,"command, be the chief",màrà kání,,,màrà kání,COMMAND,verb,màrà kání,màr-à-kán-í
0.0,BonduSoNajamba,"command, be the chief","lá:mɛ́, mǎ:m\\mà:mè",,,lá:mɛ́,COMMAND,verb,lá:mɛ́,láám-ɛ́
1.0,BonduSoNajamba,"command, be the chief","lá:mɛ́, mǎ:m\\mà:mè",,,mà:mè,,verb,mà:mè,mààm-è
0.0,Nanga,"command, be the chief",lá:mɛ́,,,lá:mɛ́,COMMAND,verb,lá:mɛ́,láám-ɛ́
0.0,Penange,"command, be the chief",lâ:m kán,,,lâ:m kán,COMMAND,verb,lâ:m kán,láàm-kán
0.0,PergeTegu,"command, be the chief",lá:mɛ́,,,lá:mɛ́,COMMAND,verb,lá:mɛ́,láám-ɛ́
0.0,TebulUre,"command, be the chief","lá:m (lá:m-tì-, neg là:mà-lí-)",,,,COMMAND,verb,,
0.0,TogoKan,"command, be the chief",lá:mì,,,lá:mì,COMMAND,verb,lá:mì,láám-ì
0.0,TommoSoTongoTongo,"command, be the chief",láámá,,,láámá,COMMAND,verb,láámá,láám-á
0.0,ToroTegu,"command, be the chief",ɔ́gú\\ɔ́gɔ́,,,ɔ́gɔ́,COMMAND,verb,ɔ́gɔ́,ɔ́gɔ́
0.0,YandaDom,"command, be the chief",lá:mɛ́,,,lá:mɛ́,COMMAND,verb,lá:mɛ́,láám-ɛ́
0.0,BankanTey,"religion, Islam",dí:nà,dí:nà,,,RELIGION,noun,dí:nà,díínà
0.0,BenTey,"religion, Islam",dí:nà,dí:nà,,,RELIGION,noun,dí:nà,díínà
0.0,Bunoge,"religion, Islam",dí:nà,dí:nà,,,RELIGION,noun,dí:nà,díínà
0.0,DogulDomBendiely,"religion, Islam","díínɛ̀, díínà",díínɛ̀,,,RELIGION,noun,díínɛ̀,díínɛ̀
1.0,DogulDomBendiely,"religion, Islam","díínɛ̀, díínà",díínà,,,,noun,díínà,díínà
0.0,DogulDomKundialang,"religion, Islam",dí:nɛ̀-ŋ̀,dí:nɛ̀-ŋ̀,,,RELIGION,noun,dí:nɛ̀-ŋ̀,díínɛ̀-ŋ̀
0.0,DonnoSo,"religion, Islam",dí:nɛ̀,dí:nɛ̀,,,RELIGION,noun,dí:nɛ̀,díínɛ̀
0.0,JamsayDouentza,"religion, Islam",dí:nè ~ dí:nɛ̀,dí:nè ,,,RELIGION,noun,dí:nè ,díínè
1.0,JamsayDouentza,"religion, Islam",dí:nè ~ dí:nɛ̀,dí:nɛ̀,,,,noun,dí:nɛ̀,díínɛ̀
0.0,Mombo,"religion, Islam",dí:nà,dí:nà,,,RELIGION,noun,dí:nà,díínà
0.0,BonduSoNajamba,"religion, Islam",dí:nà,dí:nà,,,RELIGION,noun,dí:nà,díínà
0.0,Nanga,"religion, Islam",dí:nà,dí:nà,,,RELIGION,noun,dí:nà,díínà
0.0,Penange,"religion, Islam",dí:nà,dí:nà,,,RELIGION,noun,dí:nà,díínà
0.0,PergeTegu,"religion, Islam",dí:nà,dí:nà,,,RELIGION,noun,dí:nà,díínà
0.0,TebulUre,"religion, Islam",dí:nè,dí:nè,,,RELIGION,noun,dí:nè,díínè
0.0,Tiranige,"religion, Islam",dì:ná,dì:ná,,,RELIGION,noun,dì:ná,dììná
0.0,TogoKan,"religion, Islam","sáⁿ, dí:ná",sáⁿ,,,RELIGION,noun,sáⁿ,sá-ⁿ
1.0,TogoKan,"religion, Islam","sáⁿ, dí:ná",dí:ná,,,,noun,dí:ná,dííná
0.0,TommoSoTongoTongo,"religion, Islam","dínɛ̀, sɛ́nú dìnɛ̀",dí-nɛ̀,,,RELIGION,noun,dí-nɛ̀,dínɛ̀
1.0,TommoSoTongoTongo,"religion, Islam","dínɛ̀, sɛ́nú dìnɛ̀",sɛ́-nú dì-nɛ̀,,,RELIGION,noun,sɛ́-nú dì-nɛ̀,sɛ́nú-dìnɛ̀
0.0,ToroTegu,"religion, Islam",dí:nà,dí:nà,,,RELIGION,noun,dí:nà,díínà
0.0,YandaDom,"religion, Islam",dí:nɛ̀,dí:nɛ̀,,,RELIGION,noun,dí:nɛ̀,díínɛ̀
0.0,YornoSo,"religion, Islam",dí:nɛ̀,dí:nɛ̀,,,RELIGION,noun,dí:nɛ̀,díínɛ̀
0.0,BankanTey,"(Muslim) pray, say or perform one's prayer",jíŋgárú káŋ,,,jíŋgárú káŋ,PRAY,verb,jíŋgárú káŋ,jíŋg-ár-úkáŋ
0.0,BenTey,"(Muslim) pray, say or perform one's prayer","sálù sálá, sâl sálá",,,sálù sálá,PRAY,verb,sálù sálá,sál-ù-sál-á
1.0,BenTey,"(Muslim) pray, say or perform one's prayer","sálù sálá, sâl sálá",,,sâl sálá,,verb,sâl sálá,sâl-sál-á
0.0,Bunoge,"(Muslim) pray, say or perform one's prayer",sɛ̀nì kánì,,,sɛ̀nì kánì,PRAY,verb,sɛ̀nì kánì,sɛ̀n-ì-kán-ì
0.0,DogulDomBendiely,"(Muslim) pray, say or perform one's prayer",sɛ́ɛ̀n sɛ̀nɛ́,,,sɛ́ɛ̀n sɛ̀nɛ́,PRAY,verb,sɛ́ɛ̀n sɛ̀nɛ́,sɛ́ɛ̀n-sɛ̀n-ɛ́
0.0,DogulDomKundialang,"(Muslim) pray, say or perform one's prayer",sɛ́nɛ̀,,,sɛ́nɛ̀,PRAY,verb,sɛ́nɛ̀,sɛ́n-ɛ̀
0.0,DonnoSo,"(Muslim) pray, say or perform one's prayer",sɛ́nù sɛ́nɛ̀,,,sɛ́nù sɛ́nɛ̀,PRAY,verb,sɛ́nù sɛ́nɛ̀,sɛ́n-ù-sɛ́n-ɛ̀
0.0,JamsayGourou,"(Muslim) pray, say or perform one's prayer",sálù sálá,,,sálù sálá,PRAY,verb,sálù sálá,sál-ù-sál-á
0.0,JamsayDouentza,"(Muslim) pray, say or perform one's prayer",sâl sálá,,,sâl sálá,PRAY,verb,sâl sálá,sâl-sál-á
0.0,Mombo,"(Muslim) pray, say or perform one's prayer",sàndì sándé,,,sàndì sándé,PRAY,verb,sàndì sándé,sànd-ìs-ánd-é
0.0,BonduSoNajamba,"(Muslim) pray, say or perform one's prayer",sân sán,,,sân sán,PRAY,verb,sân sán,sân-sán
0.0,Nanga,"(Muslim) pray, say or perform one's prayer",sándì sándí,,,sándì sándí,PRAY,verb,sándì sándí,sánd-ìs-ánd-í
0.0,Penange,"(Muslim) pray, say or perform one's prayer",sɛ́ndí kán,,,sɛ́ndí kán,PRAY,verb,sɛ́ndí kán,sɛ́nd-ík-án
0.0,PergeTegu,"(Muslim) pray, say or perform one's prayer",sâl sálá,,,sâl sálá,PRAY,verb,sâl sálá,sâl-sál-á
0.0,TebulUre,"(Muslim) pray, say or perform one's prayer",sán sárⁿá (sárⁿá-tì-),,,sán sárⁿá,PRAY,verb,sán sárⁿá,sán-sárⁿ-á
0.0,Tiranige,"(Muslim) pray, say or perform one's prayer",sà:ní kán(ú),,,sà:ní kánú,PRAY,verb,sà:ní kánú,sààn-í-kán-ú
0.0,TogoKan,"(Muslim) pray, say or perform one's prayer",sáⁿ sárⁿá,,,sáⁿ sárⁿá,PRAY,verb,sáⁿ sárⁿá,sáⁿsárⁿ-á
0.0,TommoSoTongoTongo,"(Muslim) pray, say or perform one's prayer",sɛ́nú sɛ́nɛ́,,,sɛ́nú sɛ́nɛ́,PRAY,verb,sɛ́nú sɛ́nɛ́,sɛ́n-ú-sɛ́n-ɛ́
0.0,ToroTegu,"(Muslim) pray, say or perform one's prayer",jíŋgá:rù kárⁿú\\kárⁿá,,,kárⁿá,PRAY,verb,kárⁿá,kárⁿ-á
0.0,YandaDom,"(Muslim) pray, say or perform one's prayer",sán sán,,,sán sán,PRAY,verb,sán sán,sán-sán
0.0,YornoSo,"(Muslim) pray, say or perform one's prayer",sɛ̂n sɛ́rⁿɛ́,,,sɛ̂n sɛ́rⁿɛ́,PRAY,verb,sɛ̂n sɛ́rⁿɛ́,sɛ̂n-sɛ́rⁿ-ɛ́
0.0,BenTey,(Muslim) pray (verb only),sálá,,,sálá,PRAY,verb,sálá,sál-á
0.0,DogulDomBendiely,(Muslim) pray (verb only),sɛ̀nɛ́,,,sɛ̀nɛ́,PRAY,verb,sɛ̀nɛ́,sɛ̀n-ɛ́
0.0,DogulDomKundialang,(Muslim) pray (verb only),sɛ́nɛ̀,,,sɛ́nɛ̀,PRAY,verb,sɛ́nɛ̀,sɛ́n-ɛ̀
0.0,DonnoSo,(Muslim) pray (verb only),sɛ́nɛ̀\\sɛ́n-ɛ̀,,,sɛ́nɛ̀,PRAY,verb,sɛ́nɛ̀,sɛ́n-ɛ̀
0.0,JamsayGourou,(Muslim) pray (verb only),sálá,,,sálá,PRAY,verb,sálá,sál-á
0.0,JamsayDouentza,(Muslim) pray (verb only),sálá,,,sálá,PRAY,verb,sálá,sál-á
0.0,Mombo,(Muslim) pray (verb only),sándé,,,sándé,PRAY,verb,sándé,sánd-é
