VARID,DOCULECT,GLOSS,VALUE_ORG,SINGULAR,PLURAL,FORM,CONCEPT,POS,BEFORE_PARSE,PARSED
0.0,Mombo,goat,úná,úná,,,GOAT,noun,úná,úná
0.0,BonduSoNajamba,goat,ínè\\ínà:,ínè,ínà:,,GOAT,noun,ínè,ínè
0.0,Nanga,goat,"bɛ́rî, mírⁿê ~ mɛ́rⁿɛ̂",bɛ́rî,bɛ́rî,,GOAT,noun,bɛ́rî,bɛ́rî
1.0,Nanga,goat,"bɛ́rî, mírⁿê ~ mɛ́rⁿɛ̂",mírⁿê,mírⁿê,,GOAT,noun,mírⁿê,mírⁿê
2.0,Nanga,goat,"bɛ́rî, mírⁿê ~ mɛ́rⁿɛ̂",mɛ́rⁿɛ̂,mɛ́rⁿɛ̂,,GOAT,noun,mɛ́rⁿɛ̂,mɛ́rⁿɛ̂
0.0,Penange,goat,úná (ɲ-),úná,ɲ-úná=gè,,GOAT,noun,úná,úná
0.0,PergeTegu,goat,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́,,,GOAT,noun,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́
0.0,TebulUre,goat,írⁿè:\\írⁿì-mbɔ̀ ~ ín-bɔ̀ (sg also ìn before adjective),írⁿè:,írⁿì-mbɔ̀,,GOAT,noun,írⁿè:,írⁿèè
1.0,TebulUre,goat,írⁿè:\\írⁿì-mbɔ̀ ~ ín-bɔ̀ (sg also ìn before adjective),írⁿè:,ín-bɔ̀,,GOAT,noun,írⁿè:,írⁿèè
0.0,Tiranige,goat,ùnà,ùnà,ùnà=gè,,GOAT,noun,ùnà,ùnà
0.0,TogoKan,goat,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́=mbè,,GOAT,noun,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́
0.0,TommoSoTongoTongo,goat,ɛ̀nɛ́,ɛ̀-nɛ́,ɛ̀-nɛ́=mbe,,GOAT,noun,ɛ̀-nɛ́,ɛ̀nɛ́
0.0,TomoKanDiangassagou,goat,gɛ́:,gɛ́:,gɛ́:=wé,,GOAT,noun,gɛ́:,gɛ́ɛ́
0.0,TomoKanSegue,goat,gɛ́,gɛ́,gɛ́=wé,,GOAT,noun,gɛ́,gɛ́
0.0,ToroTegu,goat,ɛ̀rⁿá,ɛ̀rⁿá,ɛ̀rⁿá=mǎ,,GOAT,noun,ɛ̀rⁿá,ɛ̀rⁿá
0.0,YandaDom,goat,ʔə́nɛ́\\-mù,ʔə́nɛ́,ʔə́nɛ́-mù,,GOAT,noun,ʔə́nɛ́,ʔə́nɛ́
0.0,YornoSo,goat,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́,,GOAT,noun,ɛ̀rⁿɛ́,ɛ̀rⁿɛ́
0.0,BankanTey,goat kid,bɛ̀r-yî-m\\-yî:,bɛ̀r-yî-m,bɛ̀r-yî-m-yî,,YOUNG GOAT (KID),noun,bɛ̀r-yî-m,bɛ̀r-yî-m
0.0,BenTey,goat kid,bɛ̀r yí-m,bɛ̀r yí-m,,,YOUNG GOAT (KID),noun,bɛ̀r yí-m,bɛ̀r-yí-m
0.0,DogulDomBendiely,goat kid,ìnàà égù,ìnàà égù,,,YOUNG GOAT (KID),noun,ìnàà égù,ìnààé-gù
0.0,DonnoSo,goat kid,ɛ̀nɛ̀-î:,ɛ̀nɛ̀-î:,,,YOUNG GOAT (KID),noun,ɛ̀nɛ̀-î:,ɛ̀nɛ̀íì
0.0,JamsayDouentza,goat kid,bɛ̀rⁿ-î:ⁿ,bɛ̀rⁿ-î:ⁿ,,,YOUNG GOAT (KID),noun,bɛ̀rⁿ-î:ⁿ,bɛ̀rⁿíì-ⁿ
0.0,Mombo,goat kid,úná wé:,úná wé:,,,YOUNG GOAT (KID),noun,úná wé:,únáwéé
0.0,BonduSoNajamba,goat kid,nà:jî:\\nà:jû:,nà:jî:,nà:jû:,,YOUNG GOAT (KID),noun,nà:jî:,nààjíì
0.0,Nanga,goat kid,bɛ̀r-yî:,bɛ̀r-yî:,,,YOUNG GOAT (KID),noun,bɛ̀r-yî:,bɛ̀r-yíì
0.0,TebulUre,goat kid,ìn-ɛ̀dɛ́,ìn-ɛ̀dɛ́,,,YOUNG GOAT (KID),noun,ìn-ɛ̀dɛ́,ìnɛ̀dɛ́
0.0,TogoKan,goat kid,ɛ̀rⁿ-í:ⁿ,ɛ̀rⁿ-í:ⁿ,,,YOUNG GOAT (KID),noun,ɛ̀rⁿ-í:ⁿ,ɛ̀rⁿíí-ⁿ
0.0,TommoSoTongoTongo,goat kid,ɛ̀nɛ̀ íí,ɛ̀-nɛ̀ í-í,ɛ̀-nɛ̀ í-í=mbe,,YOUNG GOAT (KID),noun,ɛ̀-nɛ̀ í-í,ɛ̀nɛ̀íí
0.0,ToroTegu,goat kid,ɛ̀rⁿà-[ìrⁿ-í:],ɛ̀rⁿà-ìrⁿ-í:,,,YOUNG GOAT (KID),noun,ɛ̀rⁿà-ìrⁿ-í:,ɛ̀rⁿàìrⁿíí
0.0,YandaDom,goat kid,ʔə̀n-íyè,ʔə̀n-íyè,,,YOUNG GOAT (KID),noun,ʔə̀n-íyè,ʔə̀ní-yè
0.0,YornoSo,goat kid,ɛ̀rⁿɛ̀-î:,ɛ̀rⁿɛ̀-î:,,,YOUNG GOAT (KID),noun,ɛ̀rⁿɛ̀-î:,ɛ̀rⁿɛ̀íì
0.0,BenTey,"billygoat, male goat","bɛ̀r-àjǐ-m\\bɛ̀r-àjǐ:, bɛ̀r árⁿà-m",bɛ̀r-àjǐ-m,"bɛ̀r-àjǐ:,",,MALE GOAT,noun,bɛ̀r-àjǐ-m,bɛ̀rà-jǐ-m
1.0,BenTey,"billygoat, male goat","bɛ̀r-àjǐ-m\\bɛ̀r-àjǐ:, bɛ̀r árⁿà-m",bɛ̀r árⁿà-m,,,,noun,bɛ̀r árⁿà-m,bɛ̀rá-rⁿà-m
0.0,DonnoSo,"billygoat, male goat",ɛ̀nɛ̀ àná,ɛ̀nɛ̀ àná,,,MALE GOAT,noun,ɛ̀nɛ̀ àná,ɛ̀nɛ̀àná
0.0,JamsayGourou,"billygoat, male goat",bɛ̀rù àgí:,bɛ̀rù àgí:,,,MALE GOAT,noun,bɛ̀rù àgí:,bɛ̀rùà-gíí
0.0,JamsayDouentza,"billygoat, male goat","bɛ̀r-àjí:, bɛ̀rù-àrⁿá",bɛ̀r-àjí:,,,MALE GOAT,noun,bɛ̀r-àjí:,bɛ̀rà-jíí
1.0,JamsayDouentza,"billygoat, male goat","bɛ̀r-àjí:, bɛ̀rù-àrⁿá",bɛ̀rù-àrⁿá,,,,noun,bɛ̀rù-àrⁿá,bɛ̀rùà-rⁿá
0.0,Mombo,"billygoat, male goat",ùnà wálá,ùnà wálá,,,MALE GOAT,noun,ùnà wálá,ùnàwá-lá
0.0,BonduSoNajamba,"billygoat, male goat",ìnè ánè\\ìnà: ánà:,ìnè ánè,ìnà: ánà:,,MALE GOAT,noun,ìnè ánè,ìnèánè
0.0,Nanga,"billygoat, male goat",bɛ̀r árⁿà,bɛ̀r árⁿà,,,MALE GOAT,noun,bɛ̀r árⁿà,bɛ̀rá-rⁿà
0.0,TebulUre,"billygoat, male goat",ìnè árⁿá,ìnè árⁿá,,,MALE GOAT,noun,ìnè árⁿá,ìnèárⁿá
0.0,TogoKan,"billygoat, male goat",ɛ̀rⁿɛ̀ àrⁿá,ɛ̀rⁿɛ̀ àrⁿá,,,MALE GOAT,noun,ɛ̀rⁿɛ̀ àrⁿá,ɛ̀rⁿɛ̀àrⁿá
0.0,TommoSoTongoTongo,"billygoat, male goat",ɛ̀nɛ̀ àná,ɛ̀-nɛ̀ àná,ɛ̀-nɛ̀ àná=mbe,,MALE GOAT,noun,ɛ̀-nɛ̀ àná,ɛ̀nɛ̀àná
0.0,TomoKanSegue,"billygoat, male goat",gɛ̀-jí:,gɛ̀-jí:,,,MALE GOAT,noun,gɛ̀-jí:,gɛ̀jíí
0.0,ToroTegu,"billygoat, male goat",ɛ̀rⁿà-àrá,ɛ̀rⁿà-àrá,,,MALE GOAT,noun,ɛ̀rⁿà-àrá,ɛ̀rⁿààrá
0.0,YandaDom,"billygoat, male goat",ʔə̀nɛ̀ án,ʔə̀nɛ̀ án,,,MALE GOAT,noun,ʔə̀nɛ̀ án,ʔə̀nɛ̀á-n
0.0,YornoSo,"billygoat, male goat",ɛ̀rⁿɛ̀ àrⁿá,ɛ̀rⁿɛ̀ àrⁿá,,,MALE GOAT,noun,ɛ̀rⁿɛ̀ àrⁿá,ɛ̀rⁿɛ̀àrⁿá
0.0,BankanTey,sheep,pɛ̀rɛ̌-m\\pɛ̀rɛ́,pɛ̀rɛ̌-m,pɛ̀rɛ́,,SHEEP,noun,pɛ̀rɛ̌-m,pɛ̀rɛ̌-m
0.0,BenTey,sheep,pɛ̀rɛ̌-m\\pɛ̀rɛ́,pɛ̀rɛ̌-m,pɛ̀rɛ́,,SHEEP,noun,pɛ̀rɛ̌-m,pɛ̀rɛ̌-m
0.0,Bunoge,sheep,ʔálámà,ʔálámà,,,SHEEP,noun,ʔálámà,ʔálá-mà
0.0,DogulDomBendiely,sheep,pésìgì,pésìgì,,,SHEEP,noun,pésìgì,pésì-gì
0.0,DogulDomKundialang,sheep,pésgè,pésgè,,,SHEEP,noun,pésgè,pés-gè
0.0,DonnoSo,sheep,pédù,pédù,,,SHEEP,noun,pédù,pédù
0.0,JamsayGourou,sheep,pé:zú,pé:zú,,,SHEEP,noun,pé:zú,péézú
0.0,JamsayDouentza,sheep,pé:jú,pé:jú,,,SHEEP,noun,pé:jú,pééjú
0.0,JamsayMondoro,sheep,pé:jú,pé:jú,,,SHEEP,noun,pé:jú,pééjú
0.0,Mombo,sheep,ánnà,ánnà,,,SHEEP,noun,ánnà,ánnà
0.0,BonduSoNajamba,sheep,pɛ̀gɛ́\\pɛ̀gɛ́-mbó,pɛ̀gɛ́,pɛ̀gɛ́-mbó,,SHEEP,noun,pɛ̀gɛ́,pɛ̀-gɛ́
0.0,Nanga,sheep,pɛ̀rgɛ́,pɛ̀rgɛ́,,,SHEEP,noun,pɛ̀rgɛ́,pɛ̀r-gɛ́
0.0,Penange,sheep,àlàmùnɔ̀ (y-),àlàmùnɔ̀ ,y-àlàmùnɔ̀,,SHEEP,noun,àlàmùnɔ̀ ,àlàmù-nɔ̀
0.0,PergeTegu,sheep,pé:sú,pé:sú,,,SHEEP,noun,pé:sú,péésú
0.0,TebulUre,sheep,péddè\\pédù-mbò,péddè,pédù-mbò,,SHEEP,noun,péddè,péd-dè
0.0,Tiranige,sheep,ámbá ~ á:ná,ámbá ,,,SHEEP,noun,ámbá ,á-mbá
1.0,Tiranige,sheep,ámbá ~ á:ná,á:ná,,,,noun,á:ná,ááná
0.0,TogoKan,sheep,péjú,péjú,,,SHEEP,noun,péjú,péjú
0.0,TommoSoTongoTongo,sheep,pédú,pé-dú,pé-dú=mbe,,SHEEP,noun,pé-dú,pédú
0.0,TomoKanDiangassagou,sheep,péjí,péjí,,,SHEEP,noun,péjí,péjí
0.0,TomoKanSegue,sheep,pèjí,pèjí,,,SHEEP,noun,pèjí,pèjí
0.0,ToroTegu,sheep,bɛ̀lú,bɛ̀lú,,,SHEEP,noun,bɛ̀lú,bɛ̀lú
0.0,YandaDom,sheep,pɛ̀:\\-mú,pɛ̀:,pɛ̀:-mú,,SHEEP,noun,pɛ̀:,pɛ̀ɛ̀
0.0,YornoSo,sheep,péjú,péjú,,,SHEEP,noun,péjú,péjú
0.0,BenTey,lamb,pɛ̀rɛ̀-yí-m,pɛ̀rɛ̀-yí-m,,,LAMB,noun,pɛ̀rɛ̀-yí-m,pɛ̀rɛ̀-yí-m
0.0,DonnoSo,lamb,pèdù-î:,pèdù-î:,,,LAMB,noun,pèdù-î:,pèdùíì
0.0,JamsayDouentza,lamb,pè:j-î:ⁿ,pè:j-î:ⁿ,,,LAMB,noun,pè:j-î:ⁿ,pèèjíì-ⁿ
0.0,Mombo,lamb,ànnà wé:,ànnà wé:,,,LAMB,noun,ànnà wé:,ànnà-wéé
0.0,BonduSoNajamba,lamb,pɛ̀gɛ̀ èndê:\\pɛ̀gɛ̀-mbò òndô:,pɛ̀gɛ̀ èndê:,pɛ̀gɛ̀-mbò òndô:,,LAMB,noun,pɛ̀gɛ̀ èndê:,pɛ̀gɛ̀è-ndéè
0.0,Nanga,lamb,pɛ̀rgɛ̀-yî:,pɛ̀rgɛ̀-yî:,,,LAMB,noun,pɛ̀rgɛ̀-yî:,pɛ̀r-gɛ̀yíì
0.0,TebulUre,lamb,pèddè-ɛ̀dɛ́,pèddè-ɛ̀dɛ́,,,LAMB,noun,pèddè-ɛ̀dɛ́,pèd-dèɛ̀dɛ́
0.0,TogoKan,lamb,pèj-í:ⁿ,pèj-í:ⁿ,,,LAMB,noun,pèj-í:ⁿ,pèjíí-ⁿ
0.0,TommoSoTongoTongo,lamb,pèdù íí,pè-dù íí,pè-dù ú-l-ûm,,LAMB,noun,pè-dù íí,pèdùíí
0.0,ToroTegu,lamb,bɛ̀lù-[ìrⁿ-í:],bɛ̀lù-ìrⁿ-í:,,,LAMB,noun,bɛ̀lù-ìrⁿ-í:,bɛ̀lùì-rⁿíí
0.0,YandaDom,lamb,pɛ̌-yyè\\-mù,pɛ̌-yyè,pɛ̌-yyè-mù,,LAMB,noun,pɛ̌-yyè,pɛ̌y-yè
0.0,YornoSo,lamb,pèjù-î:,pèjù î:,,,LAMB,noun,pèjù î:,pèjùíì
0.0,BankanTey,ewe,pɛ̀rɛ̀ yǎ-m,pɛ̀rɛ̀ yǎ-m,,,EWE,noun,pɛ̀rɛ̀ yǎ-m,pɛ̀rɛ̀-yǎ-m
0.0,BenTey,ewe,pɛ̀rɛ̀ yǎ-m,pɛ̀rɛ̀ yǎ-m,,,EWE,noun,pɛ̀rɛ̀ yǎ-m,pɛ̀rɛ̀-yǎ-m
0.0,JamsayDouentza,ewe,pè:jù-ná:,pè:jù-ná:,,,EWE,noun,pè:jù-ná:,pèèjù-náá
0.0,Mombo,ewe,ánnà yɔ̂:,ánnà yɔ̂:,,,EWE,noun,ánnà yɔ̂:,ánnà-yɔ̂ɔ̂
0.0,BonduSoNajamba,ewe,pɛ̀gɛ̀ yɛ̌:\\pɛ̀gɛ̀-mbò yàwó:,pɛ̀gɛ̀ yɛ̌:,pɛ̀gɛ̀-mbò yàwó:,,EWE,noun,pɛ̀gɛ̀ yɛ̌:,pɛ̀gɛ̀-yɛ̌ɛ̌
0.0,Nanga,ewe,pɛ̀rgɛ̀ yǎ-ŋ\\yǎ:,pɛ̀rgɛ̀ yǎ-ŋ,yǎ:,,EWE,noun,pɛ̀rgɛ̀ yǎ-ŋ,pɛ̀r-gɛ̀yǎ-ŋ
0.0,TogoKan,ewe,pèjù ná:,pèjù ná:,,,EWE,noun,pèjù ná:,pèjù-náá
0.0,TommoSoTongoTongo,ewe,pèdù yàá,pè-dù yàá,pè-dù yàá,,EWE,noun,pè-dù yàá,pèdù-yàá
0.0,TomoKanSegue,ewe,pèjì yà:,pèjì yà:,,,EWE,noun,pèjì yà:,pèjì-yàà
0.0,ToroTegu,ewe,bɛ̀lù-yá,bɛ̀lù-yá,,,EWE,noun,bɛ̀lù-yá,bɛ̀lù-yá
0.0,YandaDom,ewe,pɛ̀: yɛ̀,pɛ̀: yɛ̀,,,EWE,noun,pɛ̀: yɛ̀,pɛ̀ɛ̀yɛ̀
0.0,YornoSo,ewe,pèjù yǎ:,pèjù yǎ:,,,EWE,noun,pèjù yǎ:,pèjù-yàá
0.0,BenTey,ram,pɛ̀rɛ̀ árⁿà-m,pɛ̀rɛ̀ árⁿà-m,,,RAM,noun,pɛ̀rɛ̀ árⁿà-m,pɛ̀rɛ̀á-rⁿà-m
0.0,DonnoSo,ram,pèdù àná,pèdù àná,,,RAM,noun,pèdù àná,pèdùà-ná
0.0,JamsayGourou,ram,pè:zù àgí:,pè:zù àgí:,,,RAM,noun,pè:zù àgí:,pèèzùà-gíí
0.0,JamsayDouentza,ram,pè:jù-àrⁿá,pè:jù-àrⁿá,,,RAM,noun,pè:jù-àrⁿá,pèèjùà-rⁿá
0.0,Mombo,ram,ànnà wálá,ànnà wálá,,,RAM,noun,ànnà wálá,ànnà-wálá
0.0,BonduSoNajamba,ram,pɛ̀g-á:nè\\pɛ̀gɛ̀-mbò ánà:,pɛ̀g-á:nè,pɛ̀gɛ̀-mbò ánà:,,RAM,noun,pɛ̀g-á:nè,pɛ̀gáá-nè
0.0,Nanga,ram,pɛ̀rgɛ̀ árⁿâ,pɛ̀rgɛ̀ árⁿâ,,,RAM,noun,pɛ̀rgɛ̀ árⁿâ,pɛ̀r-gɛ̀árⁿâ
0.0,TogoKan,ram,pèjù àrⁿá,pèjù àrⁿá,,,RAM,noun,pèjù àrⁿá,pèjùà-rⁿá
0.0,TommoSoTongoTongo,ram,pèdù àná,pè-dù àná,pè-dù àná=mbe,,RAM,noun,pè-dù àná,pèdùà-ná
0.0,TomoKanSegue,ram,pèjì-jèⁿjèⁿ,pèjì-jèⁿjèⁿ,,,RAM,noun,pèjì-jèⁿjèⁿ,pèjì-jèⁿjè-ⁿ
0.0,ToroTegu,ram,"bɛ̀lù-àrá, bɛ̀l-à:rá",bɛ̀lù-àrá,,,RAM,noun,bɛ̀lù-àrá,bɛ̀lùà-rá
1.0,ToroTegu,ram,"bɛ̀lù-àrá, bɛ̀l-à:rá",bɛ̀l-à:rá,,,,noun,bɛ̀l-à:rá,bɛ̀làà-rá
0.0,YornoSo,ram,pèjù àrⁿá,pèjù àrⁿá,,,RAM,noun,pèjù àrⁿá,pèjùà-rⁿá
0.0,BankanTey,horse,sǒ-m\\sǒ:,sǒ-m,sǒ:,,HORSE,noun,sǒ-m,sǒ-m
0.0,BenTey,horse,sǒ-m\\sǒ:,sǒ-m,sǒ:,,HORSE,noun,sǒ-m,sǒ-m
0.0,Bunoge,horse,sé (sê: nɔ̀),sé ,sê: nɔ̀,,HORSE,noun,sé ,sé
0.0,DogulDomBendiely,horse,sómú,só-mú,só-mú=yà:,,HORSE,noun,só-mú,só-mú
0.0,DogulDomKundialang,horse,sǒm,sǒ-m,sǒ-m=yà:,,HORSE,noun,sǒ-m,sǒ-m
0.0,DonnoSo,horse,sǒŋ,sǒŋ,sǒŋ=mbe,,HORSE,noun,sǒŋ,sǒŋ
0.0,JamsayGourou,horse,sǒm,sǒm,sǒm-be,,HORSE,noun,sǒm,sǒ-m
0.0,JamsayDouentza,horse,sǒm,sǒm,sǒm-be,,HORSE,noun,sǒm,sǒ-m
0.0,Mombo,horse,sóɲónì,sóɲ ónì,,,HORSE,noun,sóɲ ónì,sóɲó-nì
0.0,BonduSoNajamba,horse,"bàné\\bà-mbó, bǎn\\bǎn-bó",bàné,bà-mbó,,HORSE,noun,bàné,bàné
1.0,BonduSoNajamba,horse,"bàné\\bà-mbó, bǎn\\bǎn-bó", bǎn,bǎn-bó,,HORSE,noun, bǎn,bǎn
0.0,Nanga,horse,sǒŋ,sǒŋ,sǒŋ,,HORSE,noun,sǒŋ,sǒŋ
0.0,Penange,horse,sònjòm,sòn jòm,sòn jòm=ge,,HORSE,noun,sòn jòm,sòn-jò-m
0.0,PergeTegu,horse,sǒm,sǒm,,,HORSE,noun,sǒm,sǒ-m
0.0,TebulUre,horse,sòmé\\sòm-bó,sòm-é,sòm-bó,,HORSE,noun,sòm-é,sò-mé
0.0,TiranigeBoui ,horse,"sóɲóní (Boui), sóɲjóní (Ningo)",sóɲ óní,sóɲ óní=gè,,HORSE,noun,sóɲ óní,sóɲó-ní
1.0,TiranigeNingo ,horse,"sóɲóní (Boui), sóɲjóní (Ningo)",sóɲ jóní,sóɲ jóní=gè,,HORSE,noun,sóɲ jóní,só-ɲjó-ní
0.0,TogoKan,horse,sɔ̌ⁿ,sɔ̌ⁿ,sɔ̌ⁿ=wé,,HORSE,noun,sɔ̌ⁿ,sɔ̌-ⁿ
0.0,TommoSoTongoTongo,horse,sóm,sóm,sóm=mbe,,HORSE,noun,sóm,só-m
0.0,ToroTegu,horse,"sòŋgú, sòŋú, sǒŋ",sòŋ-gú,,,HORSE,noun,sòŋ-gú,sò-ŋgú
1.0,ToroTegu,horse,"sòŋgú, sòŋú, sǒŋ",sòŋ-ú,,,HORSE,noun,sòŋ-ú,sòŋú
2.0,ToroTegu,horse,"sòŋgú, sòŋú, sǒŋ",sǒŋ,sǒŋ=mǎ,,HORSE,noun,sǒŋ,sǒŋ
0.0,YandaDom,horse,sòm,sòm,sòm-mu,,HORSE,noun,sòm,sò-m
0.0,YornoSo,horse,sǒm,sǒm,sǒm,,HORSE,noun,sǒm,sǒ-m
0.0,BankanTey,pigeon (domestic),tùrùsû-m\\tùrùsû:,tùrùsû-m,tùrùsû:,,DOVE,noun,tùrùsû-m,tùrù-sû-m
0.0,BenTey,pigeon (domestic),gɔ᷈:ⁿ-m\\gɔ᷈:ⁿ,gɔ᷈:ⁿ-m,gɔ᷈:ⁿ,,DOVE,noun,gɔ᷈:ⁿ-m,gɔ᷈ɔ᷈ⁿ-m
0.0,Bunoge,pigeon (domestic),kùnɛ̀-kúnɛ́ sǎ:mbà,kùnɛ̀-kúnɛ́ sǎ:mbà,,,DOVE,noun,kùnɛ̀-kúnɛ́ sǎ:mbà,kùnɛ̀-kúnɛ́-sàá-mbà
0.0,DogulDomBendiely,pigeon (domestic),"gùlàmbá, gùlàmpá",gùlàmbá,,,DOVE,noun,gùlàmbá,gùlà-mbá
1.0,DogulDomBendiely,pigeon (domestic),"gùlàmbá, gùlàmpá",gùlàmpá,,,,noun,gùlàmpá,gùlà-mpá
0.0,DogulDomKundialang,pigeon (domestic),gùlàmpá,gùlàmpá,,,DOVE,noun,gùlàmpá,gùlà-mpá
0.0,DonnoSo,pigeon (domestic),gùlɔ̀mbɔ́,gùlɔ̀mbɔ́,,,DOVE,noun,gùlɔ̀mbɔ́,gùlɔ̀-mbɔ́
0.0,JamsayDouentza,pigeon (domestic),kì-kájà,kì-kájà,,,DOVE,noun,kì-kájà,kìká-jà
0.0,JamsayMondoro,pigeon (domestic),"gúmbà (domestic), kì-kájà (wild)",gúmbà ,,,DOVE,noun,gúmbà ,gú-mbà
1.0,JamsayMondoro,pigeon (domestic),"gúmbà (domestic), kì-kájà (wild)",kì-kájà ,,,,noun,kì-kájà ,kìká-jà
0.0,Mombo,pigeon (domestic),dèbù gúmbá-gúmbà,dèbù gúmbá-gúmbà,,,DOVE,noun,dèbù gúmbá-gúmbà,dèbù-gú-mbá-gú-mbà
0.0,BonduSoNajamba,pigeon (domestic),gùrmbâ:\\gùrmbâ:-mbò,gùrmbâ:,gùrmbâ:-mbò,,DOVE,noun,gùrmbâ:,gùr-mbáà
0.0,Nanga,pigeon (domestic),jà:mbá,jà:mbá,,,DOVE,noun,jà:mbá,jàà-mbá
0.0,Penange,pigeon (domestic),pólmálá:ndì (< Ful.),pólmálá:ndì,,,DOVE,noun,pólmálá:ndì,pól-máláá-ndì
0.0,PergeTegu,pigeon (domestic),kà-kásà,kà-kásà,,,DOVE,noun,kà-kásà,kàká-sà
0.0,TebulUre,pigeon (domestic),kágádá\\kágádá-mbɔ̀,kágádá,kágádá-mbɔ̀,,DOVE,noun,kágádá,kágá-dá
0.0,Tiranige,pigeon (domestic),gùlùmbá,gùlùmbá,,,DOVE,noun,gùlùmbá,gùlù-mbá
0.0,TogoKan,pigeon (domestic),pèlè gúmó,pèlè gúmó,,,DOVE,noun,pèlè gúmó,pèlè-gú-mó
0.0,TommoSoTongoTongo,pigeon (domestic),gùrùmbáá,gùrù mbáá,gùrù-mbáá=mbe,,DOVE,noun,gùrù mbáá,gùrù-mbáá
0.0,TomoKanDiangassagou,pigeon (domestic),pèlè-búmbàlà,pèlè-búmbàlà,,,DOVE,noun,pèlè-búmbàlà,pèlè-bú-mbà-là
0.0,TomoKanSegue,pigeon (domestic),pyèlè-búmbàlà,pyèlè búmbàlà,,,DOVE,noun,pyèlè búmbàlà,pyè-lèbú-mbà-là
0.0,ToroTegu,pigeon (domestic),tùsûm,tùsûm,,,DOVE,noun,tùsûm,tùsû-m
0.0,YandaDom,pigeon (domestic),gùlúmbà,gùlúmbà,,,DOVE,noun,gùlúmbà,gùlú-mbà
0.0,YornoSo,pigeon (domestic),gùrùmâ:,gùrù mâ:,,,DOVE,noun,gùrù mâ:,gùrù-máà
0.0,BankanTey,bird (any),nǐ:-m\\nǐ:,nǐ:-m,nǐ:,,BIRD,noun,nǐ:-m,nìí-m
0.0,BenTey,bird (any),nì:yⁿî-m\\nì:yⁿî:,nì:yⁿî-m,nì:yⁿî:,,BIRD,noun,nì:yⁿî-m,nììyⁿî-m
0.0,Bunoge,bird (any),ní:bè,ní:bè,,,BIRD,noun,ní:bè,nííbè
0.0,DogulDomBendiely,bird (any),"lègèègú, nègèègú",lègèègú,,,BIRD,noun,lègèègú,lègèè-gú
1.0,DogulDomBendiely,bird (any),"lègèègú, nègèègú",nègèègú,,,,noun,nègèègú,nègèè-gú
0.0,DogulDomKundialang,bird (any),nègě:g,nègě:g,,,BIRD,noun,nègě:g,nègèé-g
0.0,DonnoSo,bird (any),sàdâ:,sàdâ:,,,BIRD,noun,sàdâ:,sàdáà
0.0,JamsayDouentza,bird (any),"sà:j-î:ⁿ, sàjú",sà:j-î:ⁿ,,,BIRD,noun,sà:j-î:ⁿ,sààjíì-ⁿ
1.0,JamsayDouentza,bird (any),"sà:j-î:ⁿ, sàjú",sàjú,,,,noun,sàjú,sàjú
0.0,JamsayMondoro,bird (any),sàjú,sàjú,,,BIRD,noun,sàjú,sàjú
0.0,Mombo,bird (any),ìní,ìní,,,BIRD,noun,ìní,ìní
0.0,BonduSoNajamba,bird (any),nǐ:\\nì:-mbó,nǐ:,nì:-mbó,,BIRD,noun,nǐ:,nìí
0.0,Nanga,bird (any),lì:gí,lì:gí,,,BIRD,noun,lì:gí,lìì-gí
0.0,Penange,bird (any),nèjjé,nèjjé,,,BIRD,noun,nèjjé,nèj-jé
0.0,PergeTegu,bird (any),sà-sǎy,sà-sǎy,,,BIRD,noun,sà-sǎy,sàsǎ-y
0.0,TebulUre,bird (any),àdé\\àdù-mbó,àdé,àdù-mbó,,BIRD,noun,àdé,àdé
0.0,Tiranige,bird (any),níyè,níyè,,,BIRD,noun,níyè,níyè
0.0,TogoKan,bird (any),sàjú,sàjú,,,BIRD,noun,sàjú,sàjú
0.0,TommoSoTongoTongo,bird (any),sàdàá,sàdàá,sàdàá=mbe,,BIRD,noun,sàdàá,sàdàá
0.0,TomoKanDiangassagou,bird (any),sàjù,sàjù,,,BIRD,noun,sàjù,sàjù
0.0,TomoKanSegue,bird (any),sàjù,sàjù,,,BIRD,noun,sàjù,sàjù
0.0,ToroTegu,bird (any),sǎy,sǎy,,,BIRD,noun,sǎy,sǎy
0.0,YandaDom,bird (any),àɲàn\\-mù,àɲàn,àɲàn-mù,,BIRD,noun,àɲàn,àɲàn
0.0,YornoSo,bird (any),sì-sǎ:,sì-sǎ:,,,BIRD,noun,sì-sǎ:,sìsàá
0.0,BankanTey,poultry,jɛ̀ndɛ̀-kìsìyú,jɛ̀ndɛ̀-kìsìyú,,,FOWL,noun,jɛ̀ndɛ̀-kìsìyú,jɛ̀-ndɛ̀-kì-sì-yú
0.0,Mombo,poultry,kárá kárá sá:gè,kárá kárá sá:gè,,,FOWL,noun,kárá kárá sá:gè,kárá-kárá-sáá-gè
0.0,TommoSoTongoTongo,poultry,gìnɛ̀-ý sàdàà,gì-nɛ̀-ý sàdàà,gì-nɛ̀-ý sàdàà=mbe,,FOWL,noun,gì-nɛ̀-ý sàdàà,gìnɛ̀ý-sàdàà
