ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	POS	CONCEPTICON_GLOSS
10083	BenTey	why?	ǹjé gǐn, ǹjé gǔn	ǹjé_gǐn	ǹ/n dʒ é/e + ɡ ǐ/i n		other	WHY
10084	Bunoge	why?	ʔébégè dà	ʔébégè_dà	ʔ é/e b é/e ɡ è/e + d à/a		other	WHY
10085	DogulDomBendiely	why?	ǹgólàŋ	ǹgólàŋ	ǹ/n ɡ ó/o l à/a ŋ		other	WHY
10086	DogulDomKundialang	why?	ŋ̀góŋ gìnɛ́, ŋ̀góŋ làŋ	ŋ̀góŋ_gìnɛ́	ŋ̀/ŋ ɡ ó/o ŋ + ɡ ì/i n ɛ́/ɛ		other	WHY
10087	DonnoSo	why?	ìnjú	ìnjú	ì/i ⁿdʒ ú/u		other	WHY
10088	JamsayDouentza	why?	ìɲé jɛ́, ìɲé	ìɲé_jɛ́	ì/i ɲ/ɲ é/e + dʒ ɛ́/ɛ		other	WHY
10089	Mombo	why?	íŋgyá nâw	íŋgyá_nâw	í/i ŋ ɡ j á/a + n â/a w		other	WHY
10090	Najamba	why?	yèŋgé nɛ̀n	yèŋgé_nɛ̀n	j è/e ŋ ɡ é/e + n ɛ̀/ɛ n		other	WHY
10091	Nanga	why?	kɔ̀ɲɛ́ dɛ̀rⁿí, ǹɲɛ́ dɛ̀rⁿí	kɔ̀ɲɛ́_dɛ̀rⁿí	k ɔ̀/ɔ ɲ/ɲ ɛ́/ɛ + d ɛ̀/ɛ r̃ í/i		other	WHY
10092	Penange	why?	njɛ́ námù ~ njɛ́ nâm:	njɛ́_námù	ⁿdʒ ɛ́/ɛ + n á/a m ù/u		other	WHY
10093	PergeTegu	why?	ìnjé jɛ́	ìnjé_jɛ́	ì/i ⁿdʒ é/e + dʒ ɛ́/ɛ		other	WHY
10094	TebulUre	why?	ìnjé kàndà, ìnjé dùgò	ìnjé_kàndà	ì/i ⁿdʒ é/e + k à/a ⁿd à/a		other	WHY
10095	Tiranige	why?	ndégé dàgà	ndégé_dàgà	ⁿd é/e ɡ é/e + d à/a ɡ à/a		other	WHY
10096	TogoKan	why?	ìŋé gɛ̀:	ìŋé_gɛ̀:	ì/i ŋ é/e + ɡ ɛ̀:/ɛː		other	WHY
10097	TommoSoTongoTongo	why?	ńjɛ́ díɛ́	ńjɛ́_díɛ́	ń/n dʒ ɛ́/ɛ + d í/i ɛ́/ɛ		other	WHY
10098	ToroTegu	why?	èsé kà: ~ ìsé kà: ~ èsé kà:wà, yé dè	èsé_kà:	è/e s é/e + k à:/aː		other	WHY
10099	YandaDom	why?	ʔə̀ɲè dán, cìʔə̀ɲè dán, ʔə̀ɲè nî:	ʔə̀ɲè_dán	ʔ ə̀/ə ɲ/ɲ è/e + d á/a n		other	WHY
10100	YornoSo	why?	ǹjɛ́ dɛ̀:	ǹjɛ́_dɛ̀:	ǹ/n dʒ ɛ́/ɛ + d ɛ̀:/ɛː		other	WHY
14581	BankanTey	wide (passageway)	káwⁿáwⁿ	káwⁿáwⁿ	k á/a w̃ á/a w̃		adjective	WIDE
14582	BenTey	wide (passageway)	káwàw	káwàw	k á/a w à/a w		adjective	WIDE
14583	Bunoge	wide (passageway)	bàmbà	bàmbà	b à/a ⁿb à/a		adjective	WIDE
14584	DogulDomKundialang	wide (passageway)	pàygú (pǎyg)	pàygú_	p à/a j ɡ ú/u		adjective	WIDE
14585	DonnoSo	wide (passageway)	wáyà	wáyà	w á/a j à/a		adjective	WIDE
14586	JamsayDouentza	wide (passageway)	wá:	wá:	w á:/aː		adjective	WIDE
14587	Mombo	wide (passageway)	bámbá	bámbá	b á/a ⁿb á/a		adjective	WIDE
14588	Najamba	wide (passageway)	wàyáŋgé\\wàyɛ́:	wàyáŋgé	w à/a j á/a ŋ ɡ é/e		adjective	WIDE
14589	Nanga	wide (passageway)	gâw	gâw	ɡ â/a w		adjective	WIDE
14590	Penange	wide (passageway)	bámbá	bámbá	b á/a ⁿb á/a		adjective	WIDE
14591	PergeTegu	wide (passageway)	wáy	wáy	w á/a j		adjective	WIDE
14592	TebulUre	wide (passageway)	wàɛ́\\wǎygɔ́	wàɛ́	w à/a ɛ́/ɛ		adjective	WIDE
14593	Tiranige	wide (passageway)	báy	báy	b á/a j		adjective	WIDE
14594	TogoKan	wide (passageway)	wá:	wá:	w á:/aː		adjective	WIDE
14595	TommoSoTongoTongo	wide (passageway)	wánnú	wánnú	w á/a n n ú/u		adjective	WIDE
14596	ToroTegu	wide (passageway)	pótó	pótó	p ó/o t ó/o		adjective	WIDE
14597	YandaDom	wide (passageway)	wàyⁿ	wàyⁿ	w à/a yⁿ/ỹ		adjective	WIDE
14598	YornoSo	wide (passageway)	wán	wán	w á/a n		adjective	WIDE
892	BankanTey	widow (not yet remarried)	àwràyǎm	àwràyǎm	à/a w r à/a j ǎ/a m		noun	WIDOW
893	BenTey	widow (not yet remarried)	yà pàlúm\\pàlú	yà_pàlúm	j à/a + p à/a l ú/u m		noun	WIDOW
894	Bunoge	widow (not yet remarried)	yɔ́: pàndògà	yɔ́:_pàndògà	j ɔ́ː/ɔː + p à/a ⁿd ò/o ɡ à/a		noun	WIDOW
895	DogulDomKundialang	widow (not yet remarried)	yà: pàndé	yà:_pàndé	j à:/aː + p à/a ⁿd é/e		noun	WIDOW
896	DonnoSo	widow (not yet remarried)	yà: pàndìnɛ́	yà:_pàndìnɛ́	j à:/aː + p à/a ⁿd ì/i n ɛ́/ɛ		noun	WIDOW
897	Gourou	widow (not yet remarried)	yà:pǎn	yà:pǎn	j à:/aː p ǎ/a n		noun	WIDOW
898	JamsayDouentza	widow (not yet remarried)	yɛ̀pànín	yɛ̀pànín	j ɛ̀/ɛ p à/a n í/i n		noun	WIDOW
899	Mombo	widow (not yet remarried)	yɔ̀: pándè	yɔ̀:_pándè	j ɔ̀:/ɔː + p á/a ⁿd è/e		noun	WIDOW
900	Najamba	widow (not yet remarried)	yàpàndé\\yàpàndúmbó	yàpàndé	j à/a p à/a ⁿd é/e		noun	WIDOW
901	Nanga	widow (not yet remarried)	yà pàndí	yà_pàndí	j à/a + p à/a ⁿd í/i		noun	WIDOW
902	PergeTegu	widow (not yet remarried)	yàpàlún	yàpàlún	j à/a p à/a l ú/u n		noun	WIDOW
903	TebulUre	widow (not yet remarried)	yà pàndɛ̌:\\pàndùmbɔ́	yà_pàndɛ̌:	j à/a + p à/a ⁿd ɛ̌:/ɛː		noun	WIDOW
904	TommoSoTongoTongo	widow (not yet remarried)	yàà pàndé	yàà_pàndé	j àà/aː + p à/a ⁿd é/e		noun	WIDOW
905	TomoKanDiangassagou	widow (not yet remarried)	yà pàndù	yà_pàndù	j à/a + p à/a ⁿd ù/u		noun	WIDOW
906	TomoKanSegue	widow (not yet remarried)	yà: pàndù	yà:_pàndù	j à:/aː + p à/a ⁿd ù/u		noun	WIDOW
907	ToroTegu	widow (not yet remarried)	yàkúmnó	yàkúmnó	j à/a k ú/u m n ó/o		noun	WIDOW
908	YandaDom	widow (not yet remarried)	yɛ̀ pàndè\\mù	yɛ̀_pàndè	j ɛ̀/ɛ + p à/a ⁿd è/e		noun	WIDOW
909	YornoSo	widow (not yet remarried)	yà pǎnnɛ́	yà_pǎnnɛ́	j à/a + p ǎ/a n n ɛ́/ɛ		noun	WIDOW
910	BankanTey	widower	àwràárⁿàm	àwràárⁿàm	à/a w r ǎ:/aː r̃ à/a m		noun	WIDOWER
911	BenTey	widower	àrⁿà pàlúm]]pàlú	àrⁿà_pàlúm]]pàlú	à/a r̃ à/a + p à/a l ú/u m p à/a l ú/u		noun	WIDOWER
912	Gourou	widower	pǎn	pǎn	p ǎ/a n		noun	WIDOWER
913	JamsayDouentza	widower	àn pándâ:n	àn_pándâ:n	à/a n + p á/a ⁿd â:/aː n		noun	WIDOWER
914	Najamba	widower	ànàpàndé\\ànàpàndúmbó	ànàpàndé	à/a n à/a p à/a ⁿd é/e		noun	WIDOWER
915	Nanga	widower	àrⁿà pàndí	àrⁿà_pàndí	à/a r̃ à/a + p à/a ⁿd í/i		noun	WIDOWER
916	PergeTegu	widower	ànù pǎl dáŋgàn	ànù_pǎl_dáŋgàn	à/a n ù/u + p ǎ/a l + d á/a ŋ ɡ à/a n		noun	WIDOWER
917	TommoSoTongoTongo	widower	ànà pàndé	ànà_pàndé	à/a n à/a + p à/a ⁿd é/e		noun	WIDOWER
918	ToroTegu	widower	àràkúmnó	àràkúmnó	à/a r à/a k ú/u m n ó/o		noun	WIDOWER
919	YandaDom	widower	àn pàndè\\mù	àn_pàndè	à/a n + p à/a ⁿd è/e		noun	WIDOWER
920	YornoSo	widower	àrⁿà pǎnnɛ́	àrⁿà_pǎnnɛ́	à/a r̃ à/a + p ǎ/a n n ɛ́/ɛ		noun	WIDOWER
8049	BankanTey	wife	yǎm\\yǎ:	yǎm	j ǎ/a m		noun	WIFE
8050	BenTey	wife	yǎm\\yǎ:	yǎm	j ǎ/a m		noun	WIFE
8051	Bunoge	wife	yɔ́ (yɔ̂:)	yɔ́_	j ɔ́/ɔ		noun	WIFE
8052	DogulDomBendiely	wife	yáágù	yáágù	j áá/aː ɡ ù/u		noun	WIFE
8053	DogulDomKundialang	wife	yǎ:g	yǎ:g	j ǎ:/aː ɡ		noun	WIFE
8054	DonnoSo	wife	yà:ná	yà:ná	j à:/aː n á/a		noun	WIFE
8055	Gourou	wife	ɲɛ̌m	ɲɛ̌m	ɲ/ɲ ɛ̌/ɛ m		noun	WIFE
8056	JamsayDouentza	wife	ɲɛ̌n	ɲɛ̌n	ɲ/ɲ ɛ̌/ɛ n		noun	WIFE
8057	Mombo	wife	yɔ̂:	yɔ̂:	j ɔ̂:/ɔː		noun	WIFE
8058	Najamba	wife	yɛ̌:\\yàwó:	yɛ̌:	j ɛ̌:/ɛː		noun	WIFE
8059	Nanga	wife	yǎŋ	yǎŋ	j ǎ/a ŋ		noun	WIFE
8060	Penange	wife	yɔ̀:	yɔ̀:	j ɔ̀:/ɔː		noun	WIFE
8061	PergeTegu	wife	ɲàrⁿú\\ɲǎm	ɲàrⁿú	ɲ/ɲ à/a r̃ ú/u		noun	WIFE
8062	TebulUre	wife	yǎ	yǎ	j ǎ/a		noun	WIFE
8063	Tiranige	wife	yé:	yé:	j é:/eː		noun	WIFE
8064	TogoKan	wife	ɲɛ̌	ɲɛ̌	ɲ/ɲ ɛ̌/ɛ		noun	WIFE
8065	TommoSoTongoTongo	wife	yààná	yààná	j àà/aː n á/a		noun	WIFE
8066	ToroTegu	wife	yⁿàrⁿú\\yⁿǎm	yⁿàrⁿú	yⁿ/ỹ à/a r̃ ú/u		noun	WIFE
8067	YandaDom	wife	yɛ̀\\mù	yɛ̀	j ɛ̀/ɛ		noun	WIFE
8068	YornoSo	wife	yǎ:rⁿá\\yǎ:m	yǎ:rⁿá	j ǎ:/aː r̃ á/a		noun	WIFE
6183	Ampari	wind (airflow)	ɛ̀rɛ̀rì (ɛ̀rìgì gé)	ɛ̀rɛ̀rì_	ɛ̀/ɛ r ɛ̀/ɛ r ì/i		noun	WIND
6184	BankanTey	wind (airflow)	ósósô:	ósósô:	ó/o s ó/o s ôː/oː		noun	WIND
6185	BenTey	wind (airflow)	ó:sò	ó:sò	óː/oː s ò/o		noun	WIND
6186	Bunoge	wind (airflow)	yàlè	yàlè	j à/a l è/e		noun	WIND
6187	DogulDomBendiely	wind (airflow)	ɛ́nnɛ̀	ɛ́nnɛ̀	ɛ́/ɛ n n ɛ̀/ɛ		noun	WIND
6188	DogulDomKundialang	wind (airflow)	ɛ́nnɛ̀	ɛ́nnɛ̀	ɛ́/ɛ n n ɛ̀/ɛ		noun	WIND
6189	DonnoSo	wind (airflow)	gɛ́:dɛ̀	gɛ́:dɛ̀	ɡ ɛ́:/ɛː d ɛ̀/ɛ		noun	WIND
6190	Gourou	wind (airflow)	ó:só	ó:só	óː/oː s ó/o		noun	WIND
6191	JamsayDouentza	wind (airflow)	ó:ɲó	ó:ɲó	óː/oː ɲ/ɲ ó/o		noun	WIND
6192	JamsayMondoro	wind (airflow)	ó:ɲó	ó:ɲó	óː/oː ɲ/ɲ ó/o		noun	WIND
6193	Mombo	wind (airflow)	yálé	yálé	j á/a l é/e		noun	WIND
6194	Najamba	wind (airflow)	énánáŋgó\\énáne:́ = ɛ́nɛ́nɛ́:, énáŋgó\\ɛ́nɛ́:	énánáŋgó	é/e n á/a n á/a ŋ ɡ ó/o		noun	WIND
6195	Nanga	wind (airflow)	úsúrⁿò, úsúrⁿɔ̀	úsúrⁿò	ú/u s ú/u r̃ ò/o		noun	WIND
6196	Penange	wind (airflow)	yàlè	yàlè	j à/a l è/e		noun	WIND
6197	PergeTegu	wind (airflow)	ó:njó	ó:njó	óː/oː ⁿdʒ ó/o		noun	WIND
6198	TebulUre	wind (airflow)	ídá	ídá	í/i d á/a		noun	WIND
6199	Tiranige	wind (airflow)	ìɲìnɛ̀	ìɲìnɛ̀	ì/i ɲ/ɲ ì/i n ɛ̀/ɛ		noun	WIND
6200	TogoKan	wind (airflow)	ó:ɲó	ó:ɲó	óː/oː ɲ/ɲ ó/o		noun	WIND
6201	TommoSoTongoTongo	wind (airflow)	ódóró	ódóró	ó/o d ó/o r ó/o		noun	WIND
6202	ToroTegu	wind (airflow)	zámà	zámà	z á/a m à/a		noun	WIND
6203	YandaDom	wind (airflow)	ɛ́nɛ́n ~ ɛ́nɛ́ŋ	ɛ́nɛ́n	ɛ́/ɛ n ɛ́/ɛ n		noun	WIND
6204	YornoSo	wind (airflow)	óɲɔ́	óɲɔ́	ó/o ɲ/ɲ ɔ́/ɔ		noun	WIND
5829	BankanTey	window (full-sized)	pólmí:jè	pólmí:jè	p ó/o l m í:/iː dʒ è/e		noun	WINDOW
5830	BenTey	window (full-sized)	ùrò[dìdɔ̌w]	ùrò	ù/u r ò/o		noun	WINDOW
5831	DogulDomBendiely	window (full-sized)	fìnɛ̀tɛ́r	fìnɛ̀tɛ́r	f ì/i n ɛ̀/ɛ t ɛ́/ɛ r		noun	WINDOW
5832	Gourou	window (full-sized)	tò:bùsú	tò:bùsú	t òː/oː b ù/u s ú/u		noun	WINDOW
5833	JamsayDouentza	window (full-sized)	tògùká:	tògùká:	t ò/o ɡ ù/u k á:/aː		noun	WINDOW
5834	Mombo	window (full-sized)	gɔ̀lɛ́	gɔ̀lɛ́	ɡ ɔ̀/ɔ l ɛ́/ɛ		noun	WINDOW
5835	Nanga	window (full-sized)	pìnɛ̀tɛ̂:r, pìnɛ́tírì, ǹdòtɔ̀gí	pìnɛ̀tɛ̂:r	p ì/i n ɛ̀/ɛ t ɛ̂:/ɛː r		noun	WINDOW
5836	PergeTegu	window (full-sized)	pɛ̀nɛ́:tr̀	pɛ̀nɛ́:tr̀	p ɛ̀/ɛ n ɛ́:/ɛː t r		noun	WINDOW
5837	Tiranige	window (full-sized)	pénétírí	pénétírí	p é/e n é/e t í/i r í/i		noun	WINDOW
5838	TogoKan	window (full-sized)	kɛ̀ⁿbùjú	kɛ̀ⁿbùjú	k ɛ̀ⁿ/ɛ̃ b ù/u dʒ ú/u		noun	WINDOW
5839	TommoSoTongoTongo	window (full-sized)	fɛ̀nɛ̀ndɛ́ɛ́rù	fɛ̀nɛ̀ndɛ́ɛ́rù	f ɛ̀/ɛ n ɛ̀/ɛ ⁿd ɛ́ɛ́/ɛː r ù/u		noun	WINDOW
5840	ToroTegu	window (full-sized)	tògùròùrěy	tògùròùrěy	t ò/o ɡ ù/u r ò/o ù/u r ě/e j		noun	WINDOW
5841	YandaDom	window (full-sized)	wíndù	wíndù	w í/i ⁿd ù/u		noun	WINDOW
5842	YornoSo	window (full-sized)	dɔ̀lìý, [dɔ̀lìy]kálá, wìndô	dɔ̀lìý	d ɔ̀/ɔ l ì/i j́/y		noun	WINDOW
2862	BankanTey	wing (of bird)	jɛ̀ndɛ̂:	jɛ̀ndɛ̂:	dʒ ɛ̀/ɛ ⁿd ɛ̂:/ɛː		noun	WING
2863	BenTey	wing (of bird)	gámjá	gámjá	ɡ á/a m dʒ á/a		noun	WING
2864	Bunoge	wing (of bird)	gúbà	gúbà	ɡ ú/u b à/a		noun	WING
2865	DogulDomBendiely	wing (of bird)	gáámbùrù	gáámbùrù	ɡ áá/aː ⁿb ù/u r ù/u		noun	WING
2866	DogulDomKundialang	wing (of bird)	gámbùrùŋ̀	gámbùrùŋ̀	ɡ á/a ⁿb ù/u r ù/u ŋ̀/ŋ		noun	WING
2867	DonnoSo	wing (of bird)	gámbùrù	gámbùrù	ɡ á/a ⁿb ù/u r ù/u		noun	WING
2868	Gourou	wing (of bird)	gámsá	gámsá	ɡ á/a m s á/a		noun	WING
2869	JamsayDouentza	wing (of bird)	gámɲú	gámɲú	ɡ á/a m ɲ/ɲ ú/u		noun	WING
2870	JamsayMondoro	wing (of bird)	gámɲú	gámɲú	ɡ á/a m ɲ/ɲ ú/u		noun	WING
2871	Mombo	wing (of bird)	kárákárá	kárákárá	k á/a r á/a k á/a r á/a		noun	WING
2872	Najamba	wing (of bird)	kàkàrâ:\\kàkàrɛ̂:	kàkàrâ:	k à/a k à/a r â:/aː		noun	WING
2873	Nanga	wing (of bird)	kàkásâ, jɛ̀rɛ́	kàkásâ	k à/a k á/a s â/a		noun	WING
2874	Penange	wing (of bird)	gùbà	gùbà	ɡ ù/u b à/a		noun	WING
2875	PergeTegu	wing (of bird)	gámjá	gámjá	ɡ á/a m dʒ á/a		noun	WING
2876	TebulUre	wing (of bird)	kákárá	kákárá	k á/a k á/a r á/a		noun	WING
2877	Tiranige	wing (of bird)	pɛ̀nɛ̀pɛ̀nɛ̀	pɛ̀nɛ̀pɛ̀nɛ̀	p ɛ̀/ɛ n ɛ̀/ɛ p ɛ̀/ɛ n ɛ̀/ɛ		noun	WING
2878	TogoKan	wing (of bird)	gáɲá	gáɲá	ɡ á/a ɲ/ɲ á/a		noun	WING
2879	TommoSoTongoTongo	wing (of bird)	kákárú	kákárú	k á/a k á/a r ú/u		noun	WING
2880	TomoKanSegue	wing (of bird)	gànjá	gànjá	ɡ à/a ⁿdʒ á/a		noun	WING
2881	ToroTegu	wing (of bird)	jɛ̀tá	jɛ̀tá	dʒ ɛ̀/ɛ t á/a		noun	WING
2882	YandaDom	wing (of bird)	kàgádà	kàgádà	k à/a ɡ á/a d à/a		noun	WING
2883	YornoSo	wing (of bird)	gámìrù	gámìrù	ɡ á/a m ì/i r ù/u		noun	WING
9149	BankanTey	witness (person)	sɛ̌:tɛ̀m\\sɛ̌:tɛ̀ xxx[tone]	sɛ̌:tɛ̀m	s ɛ̌:/ɛː t ɛ̀/ɛ m		noun	WITNESS
9150	BenTey	witness (person)	sɛ́:rɛ̀, sɛ́:dɛ̀m\\sɛ́:dɛ̀	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		noun	WITNESS
9151	Bunoge	witness (person)	sè:ré	sè:ré	s è:/eː r é/e		noun	WITNESS
9152	DonnoSo	witness (person)	sé:rè	sé:rè	s é:/eː r è/e		noun	WITNESS
9153	Gourou	witness (person)	sɛ́:rɛ̀	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		noun	WITNESS
9154	JamsayDouentza	witness (person)	sɛ́:rɛ̀	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		noun	WITNESS
9155	Mombo	witness (person)	séré	séré	s é/e r é/e		noun	WITNESS
9156	Najamba	witness (person)	sérè\\sêrmbò	sérè	s é/e r è/e		noun	WITNESS
9157	Nanga	witness (person)	sɛ́:rɛ̀, sɛ̀:rɛ̀gǒ:	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		noun	WITNESS
9158	Penange	witness (person)	kàmbyà	kàmbyà	k à/a ⁿb j à/a		noun	WITNESS
9159	PergeTegu	witness (person)	sɛ́:rɛ̀	sɛ́:rɛ̀	s ɛ́:/ɛː r ɛ̀/ɛ		noun	WITNESS
9160	TebulUre	witness (person)	zú	zú	z ú/u		noun	WITNESS
9161	Tiranige	witness (person)	sè:dé	sè:dé	s è:/eː d é/e		noun	WITNESS
9162	TogoKan	witness (person)	sɛ́:rɛ́	sɛ́:rɛ́	s ɛ́:/ɛː r ɛ́/ɛ		noun	WITNESS
9163	TommoSoTongoTongo	witness (person)	sééré	sééré	s éé/eː r é/e		noun	WITNESS
9164	ToroTegu	witness (person)	sɛ̌:dɛ̀, sìnàŋ káyná	sɛ̌:dɛ̀	s ɛ̌:/ɛː d ɛ̀/ɛ		noun	WITNESS
9165	YandaDom	witness (person)	séré	séré	s é/e r é/e		noun	WITNESS
9166	YornoSo	witness (person)	sê:rè	sê:rè	s ê:/eː r è/e		noun	WITNESS
640	Ampari	woman, female person	ìndá yɔ̀:, yɔ̌: (yɔ̌: gè)	ìndá_yɔ̀:	ì/i ⁿd á/a + j ɔ̀:/ɔː		noun	WOMAN
641	BankanTey	woman, female person	yǎm\\yǎ:	yǎm	j ǎ/a m		noun	WOMAN
642	BenTey	woman, female person	yǎm\\yǎ:	yǎm	j ǎ/a m		noun	WOMAN
643	Bunoge	woman, female person	yɔ́ (yɔ̂: nɔ̀)	yɔ́_	j ɔ́/ɔ		noun	WOMAN
644	DogulDomBendiely	woman, female person	yáá, nòò yáá	yáá	j áá/aː		noun	WOMAN
645	DogulDomKundialang	woman, female person	yǎ: ~ yǎ:g (pl yà:wé)	yǎ:	j ǎ:/aː		noun	WOMAN
646	DonnoSo	woman, female person	yà:ná\\yǎ:ŋ, yà:nà pǎy	yà:ná	j à:/aː n á/a		noun	WOMAN
647	Gourou	woman, female person	ɲɛ̌n\\ɲɛ̌m	ɲɛ̌n	ɲ/ɲ ɛ̌/ɛ n		noun	WOMAN
648	JamsayDouentza	woman, female person	ɲɛ̌n\\ɲɛ̌m	ɲɛ̌n	ɲ/ɲ ɛ̌/ɛ n		noun	WOMAN
649	JamsayMondoro	woman, female person	ɲɛ̌n\\ɲɛ̌m	ɲɛ̌n	ɲ/ɲ ɛ̌/ɛ n		noun	WOMAN
650	Mombo	woman, female person	yɔ̂:	yɔ̂:	j ɔ̂:/ɔː		noun	WOMAN
651	Najamba	woman, female person	yɛ̌:\\yàwó:	yɛ̌:	j ɛ̌:/ɛː		noun	WOMAN
652	Nanga	woman, female person	yǎŋ\\yǎ:	yǎŋ	j ǎ/a ŋ		noun	WOMAN
653	Penange	woman, female person	yɔ̀:	yɔ̀:	j ɔ̀:/ɔː		noun	WOMAN
654	PergeTegu	woman, female person	ɲàrⁿú\\ɲǎm	ɲàrⁿú	ɲ/ɲ à/a r̃ ú/u		noun	WOMAN
655	TebulUre	woman, female person	yǎ\\yàmbɔ́	yǎ	j ǎ/a		noun	WOMAN
656	Tiranige	woman, female person	ndàyé:\\yé:gé (Boui), yé:\\yé:gé (Boui, Ningo)	ndàyé:	ⁿd à/a j é:/eː		noun	WOMAN
657	TogoKan	woman, female person	ɲɛ̌	ɲɛ̌	ɲ/ɲ ɛ̌/ɛ		noun	WOMAN
658	TommoSoTongoTongo	woman, female person	yààná	yààná	j àà/aː n á/a		noun	WOMAN
659	ToroTegu	woman, female person	yⁿàrⁿú\\yⁿàmú, yⁿàrⁿú\\yⁿǎm	yⁿàrⁿú	yⁿ/ỹ à/a r̃ ú/u		noun	WOMAN
660	YandaDom	woman, female person	yɛ̀\\yɛ̀mù (DefSg yɛ́ gɛ̀)	yɛ̀	j ɛ̀/ɛ		noun	WOMAN
661	YornoSo	woman, female person	yǎ:rⁿá\\yǎ:m	yǎ:rⁿá	j ǎ:/aː r̃ á/a		noun	WOMAN
1475	BankanTey	womb	nɔ̂n úrò	nɔ̂n_úrò	n ɔ̂/ɔ n + ú/u r ò/o		noun	WOMB
1476	BenTey	womb	yàyě:	yàyě:	j à/a j ě:/eː		noun	WOMB
1477	DogulDomBendiely	womb	mɛ̀lɔ̂	mɛ̀lɔ̂	m ɛ̀/ɛ l ɔ̂/ɔ		noun	WOMB
1478	DonnoSo	womb	ɔ́gɔ̀	ɔ́gɔ̀	ɔ́/ɔ ɡ ɔ̀/ɔ		noun	WOMB
1479	JamsayDouentza	womb	wɔ́rù	wɔ́rù	w ɔ́/ɔ r ù/u		noun	WOMB
1480	Mombo	womb	nóló dó:ŋgè	nóló_dó:ŋgè	n ó/o l ó/o + d óː/oː ŋ ɡ è/e		noun	WOMB
1481	Najamba	womb	púrú\\púrí	púrú	p ú/u r ú/u		noun	WOMB
1482	Nanga	womb	yì:bìyé, bìndìkɔ́rɔ̂	yì:bìyé	j ì:/iː b ì/i j é/e		noun	WOMB
1483	PergeTegu	womb	ì:ⁿdɛ̌:ⁿ	ì:ⁿdɛ̌:ⁿ	ì:ⁿ/ĩː d ɛ̌:ⁿ/ɛː		noun	WOMB
1484	TebulUre	womb	kúrú	kúrú	k ú/u r ú/u		noun	WOMB
1485	Tiranige	womb	bé: bì:jì wá	bé:_bì:jì_wá	b é:/eː + b ì:/iː dʒ ì/i + w á/a		noun	WOMB
1486	TommoSoTongoTongo	womb	íí dòm	íí_dòm	íí/iː + d ò/o m		noun	WOMB
1487	TomoKanDiangassagou	womb	?wɛ̀lɛ́	?wɛ̀lɛ́	w ɛ̀/ɛ l ɛ́/ɛ		noun	WOMB
1488	TomoKanSegue	womb	yùrú	yùrú	j ù/u r ú/u		noun	WOMB
1489	ToroTegu	womb	lárá ìlò	lárá_ìlò	l á/a r á/a + ì/i l ò/o		noun	WOMB
1490	YandaDom	womb	làlàmzèlíyè, làlàmzèló	làlàmzèlíyè	l à/a l à/a m z è/e l í/i j è/e		noun	WOMB
1491	YornoSo	womb	kɔ́lɔ̀, ì:dǒm	kɔ́lɔ̀	k ɔ́/ɔ l ɔ̀/ɔ		noun	WOMB
5473	BankanTey	wood	tǐn	tǐn	t ǐ/i n		noun	WOOD
5474	BenTey	wood	tìrⁿú ~ tìrⁿí	tìrⁿú	t ì/i r̃ ú/u		noun	WOOD
5475	Bunoge	wood	tè:ŋgè	tè:ŋgè	t è:/eː ŋ ɡ è/e		noun	WOOD
5476	DogulDomBendiely	wood	bèég, tééŋ	bèég	b èé/eː ɡ		noun	WOOD
5477	DogulDomKundialang	wood	bě:g, tê:ŋ (pl tê:ⁿ yà:)	bě:g	b ě:/eː ɡ		noun	WOOD
5478	DonnoSo	wood	tànná	tànná	t à/a n n á/a		noun	WOOD
5479	Gourou	wood	tǐn	tǐn	t ǐ/i n		noun	WOOD
5480	JamsayDouentza	wood	tǐn	tǐn	t ǐ/i n		noun	WOOD
5481	Mombo	wood	té:ŋgé	té:ŋgé	t é:/eː ŋ ɡ é/e		noun	WOOD
5482	Najamba	wood	té:ŋgó\\té:	té:ŋgó	t é:/eː ŋ ɡ ó/o		noun	WOOD
5483	Nanga	wood	tìrⁿí	tìrⁿí	t ì/i r̃ í/i		noun	WOOD
5484	Penange	wood	té:ŋgé	té:ŋgé	t é:/eː ŋ ɡ é/e		noun	WOOD
5485	PergeTegu	wood	tìrⁿí	tìrⁿí	t ì/i r̃ í/i		noun	WOOD
5486	TebulUre	wood	tìnɛ̌:	tìnɛ̌:	t ì/i n ɛ̌:/ɛː		noun	WOOD
5487	Tiranige	wood	tè:ŋgè	tè:ŋgè	t è:/eː ŋ ɡ è/e		noun	WOOD
5488	TogoKan	wood	tǐⁿ	tǐⁿ	t ǐⁿ/ĩ		noun	WOOD
5489	TommoSoTongoTongo	wood	tìnú	tìnú	t ì/i n ú/u		noun	WOOD
5490	ToroTegu	wood	tìrⁿú	tìrⁿú	t ì/i r̃ ú/u		noun	WOOD
5491	YandaDom	wood	té:	té:	t é:/eː		noun	WOOD
5492	YornoSo	wood	tǐn	tǐn	t ǐ/i n		noun	WOOD
