ID	LOCAL_ID	DOCULECT	VARIETY	CONCEPT	VALUE	FORM	TOKENS	PLURAL_TOKENS	NOTE	SWADESH	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
15844	YandaDom-3481_difficultwork-1	YandaDom		difficult (work)	nǎm	nǎm	n ǎ m			0	4 7 4	AXN	NAM	11	11.N.C 11.A.V 11.M.c	2.0 1.5 0.8	nǎm	0	2234
15845	YornoSo-3481_difficultwork-1	YornoSo		difficult (work)	nám	nám	n á m			0	4 7 4	AXN	NAM	12	12.N.C 12.A.V 12.M.c	2.0 1.5 0.8	nám	0	2234
14600	BankanTey-3485_digsth-1	BankanTey		dig (sth)	gàzí	ɡàz-í	ɡ à z - í			1	1 7 3 0 7	AXMBZ	KAS0I	1	1.K.C 1.A.V 1.S.c 1.0.C 1.I.V	2.0 1.5 1.1 1.75 0.8	ɡàz-í	0	2250
14601	BenTey-3485_digsth-1	BenTey		dig (sth)	gànjí	ɡàn-jí	ɡ à n - dʒ í			1	1 7 4 0 1 7	AXMBCZ	KAN0TI	2	2.K.C 2.A.V 2.N.c 2.0.C 2.T.C 2.I.V	2.0 1.5 1.1 1.75 1.5 0.8	ɡàn-dʒí	0	2251
14608	JamsayDouentza-3485_digsth-1	JamsayDouentza		dig (sth)	jǎ:ⁿ	dʒà-áⁿ	d ʒ à - á ∼			1	1 3 7 0 7 4	ACXBYN	TSA0A9	3	3.T.C 3.S.C 3.A.V 3.0.C 3.A.V 3.9.c	2.0 1.5 1.5 1.75 1.3 0.8	dʒà-á∼	0	2252
14610	Mombo-3485_digsth-1	Mombo		dig (sth)	gánjé	ɡán-jé	ɡ á n - dʒ é			1	1 7 4 0 1 7	AXMBCZ	KAN0TE	4	4.K.C 4.A.V 4.N.c 4.0.C 4.T.C 4.E.V	2.0 1.5 1.1 1.75 1.5 0.8	ɡán-dʒé	0	2251
14611	Najamba-3485_digsth-1	Najamba		dig (sth)	gǔl\\gùlè	ɡùl-è	ɡ ù l - è			1	1 7 5 0 7	AXMBZ	KYL0E	5	5.K.C 5.Y.V 5.L.c 5.0.C 5.E.V	2.0 1.5 1.1 1.75 0.8	ɡùl-è	0	2253
14612	Najamba-3485_digsth-2	Najamba		dig (sth)	gǔl\\gùlè	ɡùl-è	ɡ ù l - è			1	1 7 5 0 7	AXMBZ	KYL0E	5	5.K.C 5.Y.V 5.L.c 5.0.C 5.E.V	2.0 1.5 1.1 1.75 0.8	ɡùl-è	1	2253
14613	Nanga-3485_digsth-1	Nanga		dig (sth)	gànjí, gùnjó	ɡàn-jí	ɡ à n - dʒ í			1	1 7 4 0 1 7	AXMBCZ	KAN0TI	6	6.K.C 6.A.V 6.N.c 6.0.C 6.T.C 6.I.V	2.0 1.5 1.1 1.75 1.5 0.8	ɡàn-dʒí	0	2251
14614	Nanga-3485_digsth-2	Nanga		dig (sth)	gànjí, gùnjó	ɡùn-jó	ɡ ù n - dʒ ó			1	1 7 4 0 1 7	AXMBCZ	KYN0TU	6	6.K.C 6.Y.V 6.N.c 6.0.C 6.T.C 6.U.V	2.0 1.5 1.1 1.75 1.5 0.8	ɡùn-dʒó	0	2251
14616	PergeTegu-3485_digsth-1	PergeTegu		dig (sth)	gànjá	ɡàn-já	ɡ à n - dʒ á			1	1 7 4 0 1 7	AXMBCZ	KAN0TA	7	7.K.C 7.A.V 7.N.c 7.0.C 7.T.C 7.A.V	2.0 1.5 1.1 1.75 1.5 0.8	ɡàn-dʒá	0	2251
14619	TogoKan-3485_digsth-1	TogoKan		dig (sth)	jǎ:	dʒà-á	d ʒ à - á			1	1 3 7 0 7	ACXBZ	TSA0A	8	8.T.C 8.S.C 8.A.V 8.0.C 8.A.V	2.0 1.5 1.5 1.75 0.8	dʒà-á	0	2252
14620	TommoSoTongoTongo-3485_digsth-1	TommoSoTongoTongo		dig (sth)	gùló, wànjá	ɡùl-ó	ɡ ù l - ó			1	1 7 5 0 7	AXMBZ	KYL0U	9	9.K.C 9.Y.V 9.L.c 9.0.C 9.U.V	2.0 1.5 1.1 1.75 0.8	ɡùl-ó	0	2253
14621	TommoSoTongoTongo-3485_digsth-2	TommoSoTongoTongo		dig (sth)	gùló, wànjá	wàn-já	w à n - dʒ á			1	6 7 4 0 1 7	AXMBCZ	WAN0TA	9	9.W.C 9.A.V 9.N.c 9.0.C 9.T.C 9.A.V	2.0 1.5 1.1 1.75 1.5 0.8	wàn-dʒá	0	2251
14622	ToroTegu-3485_digsth-1	ToroTegu		dig (sth)	gàsú\\gàsá	ɡàs-á	ɡ à s - á			1	1 7 3 0 7	AXMBZ	KAS0A	10	10.K.C 10.A.V 10.S.c 10.0.C 10.A.V	2.0 1.5 1.1 1.75 0.8	ɡàs-á	0	2250
14623	ToroTegu-3485_digsth-2	ToroTegu		dig (sth)	gàsú\\gàsá	ɡàs-á	ɡ à s - á			1	1 7 3 0 7	AXMBZ	KAS0A	10	10.K.C 10.A.V 10.S.c 10.0.C 10.A.V	2.0 1.5 1.1 1.75 0.8	ɡàs-á	1	2250
14624	YandaDom-3485_digsth-1	YandaDom		dig (sth)	gùló\\gùlòlí	ɡùl-ó	ɡ ù l - ó			1	1 7 5 0 7	AXMBZ	KYL0U	11	11.K.C 11.Y.V 11.L.c 11.0.C 11.U.V	2.0 1.5 1.1 1.75 0.8	ɡùl-ó	0	2253
14625	YandaDom-3485_digsth-2	YandaDom		dig (sth)	gùló\\gùlòlí	ɡùl-ó	ɡ ù l - ó			1	1 7 5 0 7	AXMBZ	KYL0U	11	11.K.C 11.Y.V 11.L.c 11.0.C 11.U.V	2.0 1.5 1.1 1.75 0.8	ɡùl-ó	1	2253
14626	YornoSo-3485_digsth-1	YornoSo		dig (sth)	gùló\\gǔl	ɡùl-ó	ɡ ù l - ó			1	1 7 5 0 7	AXMBZ	KYL0U	12	12.K.C 12.Y.V 12.L.c 12.0.C 12.U.V	2.0 1.5 1.1 1.75 0.8	ɡùl-ó	0	2253
14627	YornoSo-3485_digsth-2	YornoSo		dig (sth)	gùló\\gǔl	ɡùl-ó	ɡ ù l - ó			1	1 7 5 0 7	AXMBZ	KYL0U	12	12.K.C 12.Y.V 12.L.c 12.0.C 12.U.V	2.0 1.5 1.1 1.75 0.8	ɡùl-ó	1	2253
15954	BankanTey-3501_dirty-1	BankanTey		dirty	dɛ̀kùsú	dɛ̀kùs-ú	d ɛ̀ k ù s - ú			1	1 7 1 7 3 0 7	AXBYMBZ	TEKYS0Y	1	1.T.C 1.E.V 1.K.C 1.Y.V 1.S.c 1.0.C 1.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	dɛ̀kùs-ú	0	2269
15955	BenTey-3501_dirty-1	BenTey		dirty	lɔ́ɣɔ̀	lɔ́ɣ-ɔ̀	l ɔ́ ɣ - ɔ̀			1	5 7 3 0 7	AXMBZ	LUG0U	2	2.L.C 2.U.V 2.G.c 2.0.C 2.U.V	2.0 1.5 1.1 1.75 0.8	lɔ́ɣ-ɔ̀	0	2270
15959	JamsayDouentza-3501_dirty-1	JamsayDouentza		dirty	lɔ̀ɣɔ̀gín	lɔ̀ɣɔ̀ɡín	l ɔ̀ ɣ ɔ̀ ɡ í n			1	5 7 3 7 1 7 4	AXBYBYN	LUGUKIN	3	3.L.C 3.U.V 3.G.C 3.U.V 3.K.C 3.I.V 3.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	lɔ̀ɣɔ̀ɡín	0	2271
15960	Mombo-3501_dirty-1	Mombo		dirty	nɛ́mɛ́	nɛ́m-ɛ́	n ɛ́ m - ɛ́			1	4 7 4 0 7	AXMBZ	NEM0E	4	4.N.C 4.E.V 4.M.c 4.0.C 4.E.V	2.0 1.5 1.1 1.75 0.8	nɛ́m-ɛ́	0	2272
