ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Grouped_Segments,Grouped_Plural_Segments,Plural_Segments,Plural_Form,Dialect
Penange-4535_grandfather-1,,Penange,4535_grandfather,tòrì,tòrì,t ò r ì,,heathdogon,,,,,t ò r ì,,,,
PergeTegu-4535_grandfather-1,,PergeTegu,4535_grandfather,tírɛ́án,tírɛ́-á-n,t í r ɛ́ + á + n,,heathdogon,,,,,t í r ɛ́ + á + n,,,,
TebulUre-4535_grandfather-1,,TebulUre,4535_grandfather,pàpá ~ pàbá (Fa's Fa),pàbá,p à b á,,heathdogon,,,,,p à b á,,,,
Tiranige-4535_grandfather-1,,Tiranige,4535_grandfather,mbɔ̀:,mbɔ̀:,ⁿb ɔ̀ː,,heathdogon,,,,,ⁿb ɔ̀ː,,,,
TogoKan-4535_grandfather-1,,TogoKan,4535_grandfather,bàbá:,bà-bá:,b à + b áː,,heathdogon,,,,,b à + b áː,,,,
TommoSoTongoTongo-4535_grandfather-1,,TommoSoTongoTongo,4535_grandfather,tìrɛ̀ ànná,tì-rɛ̀_àn-ná,t ì + r ɛ̀ + à n + n á,,heathdogon,,,,,t ì + r ɛ̀ + à n + n á,,,,
ToroTegu-4535_grandfather-1,,ToroTegu,4535_grandfather,bàbá\\mǎ:,bàbá,b à b á,,heathdogon,,,,,b à b á,m ǎː,m ǎː,mǎ:,
YandaDom-4535_grandfather-1,,YandaDom,4535_grandfather,bàbà,bà-bà,b à + b à,,heathdogon,,,,,b à + b à,,,,
YornoSo-4535_grandfather-1,,YornoSo,4535_grandfather,tìrɛ̀[áynɛ́],tìrɛ̀-áy-nɛ́,t ì r ɛ̀ + á j + n ɛ́,,heathdogon,,,,,t ì r ɛ̀ + á j + n ɛ́,,,,
BankanTey-4537_grandmother-1,,BankanTey,4537_grandmother,sèsǐm\\sèsí,sèsǐ-m,s è s ǐ + m,,heathdogon,,,,,s è s ǐ + m,s è s í,s è s í,sèsí,
BenTey-4537_grandmother-1,,BenTey,4537_grandmother,"sèsú, sèsúm",sèsú,s è s ú,,heathdogon,,,,,s è s ú,,,,
Bunoge-4537_grandmother-1,,Bunoge,4537_grandmother,sèjì,sèjì,s è dʒ ì,,heathdogon,,,,,s è dʒ ì,,,,
DogulDomBendiely-4537_grandmother-1,,DogulDomBendiely,4537_grandmother,ɔ̀bɛ́ɛ́yí,ɔ̀bɛ́ɛ́yí,ɔ̀ b ɛ́ ɛ́ j í,,heathdogon,,,,,ɔ̀ b ɛ́.ɛ́ j í,,,,
DogulDomKundialang-4537_grandmother-1,,DogulDomKundialang,4537_grandmother,ɔ̀bɛ̌y,ɔ̀bɛ̌y,ɔ̀ b ɛ̌ j,,heathdogon,,,,,ɔ̀ b ɛ̌ j,,,,
DonnoSo-4537_grandmother-1,,DonnoSo,4537_grandmother,"ǹdà:pǎy, yànná:nà",ǹdà:-pǎy,n ə̀ d àː + p ǎ j,,heathdogon,,,,,n.ə̀ d àː + p ǎ j,,,,
JamsayDouentza-4537_grandmother-1,,JamsayDouentza,4537_grandmother,tìrɛ̀ɲɛ̌n,tì-rɛ̀-ɲɛ̌-n,t ì + r ɛ̀ + ɲ ɛ̌ + n,,heathdogon,,,,,t ì + r ɛ̀ + ɲ ɛ̌ + n,,,,
Mombo-4537_grandmother-1,,Mombo,4537_grandmother,sézí,sézí,s é z í,,heathdogon,,,,,s é z í,,,,
Nanga-4537_grandmother-1,,Nanga,4537_grandmother,tèsí,tèsí,t è s í,,heathdogon,,,,,t è s í,,,,
Penange-4537_grandmother-1,,Penange,4537_grandmother,sèjì,sèjì,s è dʒ ì,,heathdogon,,,,,s è dʒ ì,,,,
PergeTegu-4537_grandmother-1,,PergeTegu,4537_grandmother,tírɛ́ɲán,tí-rɛ́-ɲá-n,t í + r ɛ́ + ɲ á + n,,heathdogon,,,,,t í + r ɛ́ + ɲ á + n,,,,
Tiranige-4537_grandmother-1,,Tiranige,4537_grandmother,màmà,màmà,m à m à,,heathdogon,,,,,m à m à,,,,
TogoKan-4537_grandmother-1,,TogoKan,4537_grandmother,nàná:,nà-ná:,n à + n áː,,heathdogon,,,,,n à + n áː,,,,
TommoSoTongoTongo-4537_grandmother-1,,TommoSoTongoTongo,4537_grandmother,tìrɛ̀ yààná,tì-rɛ̀_yàà-ná,t ì + r ɛ̀ + j à à + n á,,heathdogon,,,,,t ì + r ɛ̀ + j à.à + n á,,,,
ToroTegu-4537_grandmother-1,,ToroTegu,4537_grandmother,nàná\\mǎ:,nàná,n à n á,,heathdogon,,,,,n à n á,m ǎː,m ǎː,mǎ:,
YandaDom-4537_grandmother-1,,YandaDom,4537_grandmother,sèzù,sèzù,s è z ù,,heathdogon,,,,,s è z ù,,,,
YornoSo-4537_grandmother-1,,YornoSo,4537_grandmother,tìrɛ̀[yǎ:rⁿá],tì-rɛ̀-yǎ:-rⁿá,t ì + r ɛ̀ + j ǎː + r ∼ á,,heathdogon,,,,,t ì + r ɛ̀ + j ǎː + r ∼ á,,,,
BenTey-1913_ancestorscollective-1,,BenTey,1913_ancestorscollective,kùmbó,kùmbó,k ù ⁿb ó,,heathdogon,,,,,k ù ⁿb ó,,,,
Mombo-1913_ancestorscollective-1,,Mombo,1913_ancestorscollective,ńdá kúnjúgè,ńdá_kúnjúgè,n ə́ d á + k ú ⁿdʒ ú ɡ è,,heathdogon,,,,,n.ə́ d á + k ú ⁿdʒ ú ɡ è,,,,
TogoKan-1913_ancestorscollective-1,,TogoKan,1913_ancestorscollective,tìrɛ́,tìrɛ́,t ì r ɛ́,,heathdogon,,,,,t ì r ɛ́,,,,
TommoSoTongoTongo-1913_ancestorscollective-1,,TommoSoTongoTongo,1913_ancestorscollective,"gàlém, ǹdɛ̀ díɛ́",gàlém,ɡ à l é m,,heathdogon,,,,,ɡ à l é m,,,,
YornoSo-1913_ancestorscollective-1,,YornoSo,1913_ancestorscollective,tírɛ́àrⁿùm,tí-rɛ́-àrⁿù-m,t í + r ɛ́ + à r ∼ ù + m,,heathdogon,,,,,t í + r ɛ́ + à r ∼ ù + m,,,,
BankanTey-955_sbschildsonordaughter-1,,BankanTey,955_sbschildsonordaughter,yím\\yìtɛ̂:,yí-m,j í + m,,heathdogon,,,,,j í + m,j ì + t ɛ̂ː,j ì + t ɛ̂ː,yì-tɛ̂:,
BenTey-955_sbschildsonordaughter-1,,BenTey,955_sbschildsonordaughter,yím,yí-m,j í + m,,heathdogon,,,,,j í + m,j ì + t ɛ̌ː,j ì + t ɛ̌ː,yì-tɛ᷈:,
DogulDomBendiely-955_sbschildsonordaughter-1,,DogulDomBendiely,955_sbschildsonordaughter,égù,é-gù,é + ɡ ù,,heathdogon,,,,,é + ɡ ù,è + w é,è + w é,è-wé,
DonnoSo-955_sbschildsonordaughter-1,,DonnoSo,955_sbschildsonordaughter,ì:,ì:,ìː,,heathdogon,,,,,ìː,ú l ù + ŋ,ú l ù + ŋ,úlù-ŋ,
JamsayDouentza-955_sbschildsonordaughter-1,,JamsayDouentza,955_sbschildsonordaughter,în,î-n,î + n,,heathdogon,,,,,î + n,ú r ∼ + ù m,ú r ∼ + ù m,úrⁿ-ùm,
JamsayMondoro-955_sbschildsonordaughter-1,,JamsayMondoro,955_sbschildsonordaughter,în,î-n,î + n,,heathdogon,,,,,î + n,ú r ∼ + ù m,ú r ∼ + ù m,úrⁿ-ùm,
Mombo-955_sbschildsonordaughter-1,,Mombo,955_sbschildsonordaughter,wê:,wê:,w êː,,heathdogon,,,,,w êː,,,,
Najamba-955_sbschildsonordaughter-1,,Najamba,955_sbschildsonordaughter,èndê:\\òndô:,è-nd-ê,è + ⁿd + ê,,heathdogon,,,,,è + ⁿd + ê,ò + ⁿd + ôː,ò + ⁿd + ôː,ò-nd-ô:,
Nanga-955_sbschildsonordaughter-1,,Nanga,955_sbschildsonordaughter,yî:,yî:,j îː,,heathdogon,,,,,j îː,j ì + t ɛ̀ ɡ ɛ̂,j ì + t ɛ̀ ɡ ɛ̂,yì-tɛ̀gɛ̂,
Penange-955_sbschildsonordaughter-1,,Penange,955_sbschildsonordaughter,wè:,wè:,w èː,,heathdogon,,,,,w èː,w èː + ɡ é,w èː + ɡ é,wè:-gé,
PergeTegu-955_sbschildsonordaughter-1,,PergeTegu,955_sbschildsonordaughter,î:ⁿ,î:-ⁿ,îː,,heathdogon,,,,,îː,,,,
TommoSoTongoTongo-955_sbschildsonordaughter-1,,TommoSoTongoTongo,955_sbschildsonordaughter,íí,íí,í í,,heathdogon,,,,,í.í,ú l + û m,ú l + û m,úl-ûm,
ToroTegu-955_sbschildsonordaughter-1,,ToroTegu,955_sbschildsonordaughter,ìrⁿú\\ìmú,ì-rⁿ-ú,ì + r ∼ + ú,,heathdogon,,,,,ì + r ∼ + ú,ì + m ú,ì + m ú,ì-mú,
YandaDom-955_sbschildsonordaughter-1,,YandaDom,955_sbschildsonordaughter,ènè\\èné,è-nè,è + n è,,heathdogon,,,,,è + n è,è + n é,è + n é,è-né,
BankanTey-8128_son-1,,BankanTey,8128_son,àrⁿàyîm\\yî:,àrⁿà-yî-m,à r ∼ à + j î + m,,heathdogon,,,,,à r ∼ à + j î + m,à r ∼ à + j îː,à r ∼ à + j îː,àrⁿà-yî:,
BenTey-8128_son-1,,BenTey,8128_son,àsùwⁿɔ̀yím ~ àsùwⁿɛ̀yím,àsùwⁿɛ̀-yí-m,à s ù w ə ∼ ɛ̀ + j í + m,,heathdogon,,,,,à s ù w.ə ∼ ɛ̀ + j í + m,,,,
Bunoge-8128_son-1,,Bunoge,8128_son,bé: nòlò,bé:_nòlò,b éː + n ò l ò,,heathdogon,,,,,b éː + n ò l ò,,,,
DogulDomBendiely-8128_son-1,,DogulDomBendiely,8128_son,ègù ánà,ègù_ánà,è ɡ ù + á n à,,heathdogon,,,,,è ɡ ù + á n à,,,,
DonnoSo-8128_son-1,,DonnoSo,8128_son,ànnà î:,àn-nà_î:,à n + n à + îː,,heathdogon,,,,,à n + n à + îː,,,,
JamsayDouentza-8128_son-1,,JamsayDouentza,8128_son,àîn,à-î-n,à + î + n,,heathdogon,,,,,à + î + n,,,,
Mombo-8128_son-1,,Mombo,8128_son,wè: wáláy,wè:_wáláy,w èː + w á l á j,,heathdogon,,,,,w èː + w á l á j,,,,
Najamba-8128_son-1,,Najamba,8128_son,èndèánè\\òndòánà:,èndè-ánè,è ⁿd è + á n è,,heathdogon,,,,,è ⁿd è + á n è,ò ⁿd ò + á n àː,ò ⁿd ò + á n àː,òndò-ánà:,
Nanga-8128_son-1,,Nanga,8128_son,árⁿâyⁿ,árⁿâ-yⁿ,á r ∼ â + y ∼,,heathdogon,,,,,á r ∼ â + y ∼,,,,
Penange-8128_son-1,,Penange,8128_son,wè: wálá,wè:_wálá,w èː + w á l á,,heathdogon,,,,,w èː + w á l á,,,,
PergeTegu-8128_son-1,,PergeTegu,8128_son,ànǐ:nù,ànǐ:-nù,à n ǐː + n ù,,heathdogon,,,,,à n ǐː + n ù,,,,
TebulUre-8128_son-1,,TebulUre,8128_son,árⁿáyɛ̀,árⁿá-yɛ̀,á r ∼ á + j ɛ̀,,heathdogon,,,,,á r ∼ á + j ɛ̀,,,,
TogoKan-8128_son-1,,TogoKan,8128_son,àrⁿáỳⁿ,àr-ⁿá-ỳⁿ,à r ⁿ/n á + ỳ ∼,,heathdogon,,,,,à r ⁿ/n á + ỳ ∼,,,,
TommoSoTongoTongo-8128_son-1,,TommoSoTongoTongo,8128_son,ànnàý,àn-nà-ý,à n + n à + ý,,heathdogon,,,,,à n + n à + ý,,,,
ToroTegu-8128_son-1,,ToroTegu,8128_son,ìrⁿú\\ìmú,ì-rⁿú,ì + r ∼ ú,,heathdogon,,,,,ì + r ∼ ú,ì + m ú,ì + m ú,ì-mú,
YandaDom-8128_son-1,,YandaDom,8128_son,ènèàníyè\\mù,ènè-àn-íyè,è n è + à n + í j è,,heathdogon,,,,,è n è + à n + í j è,è n è + à n + m ù,è n è + à n + m ù,ènè-àn-mù,
YornoSo-8128_son-1,,YornoSo,8128_son,î:,î:,îː,,heathdogon,,,,,îː,,,,
BankanTey-3398_daughter-1,,BankanTey,3398_daughter,yà:yîm\\yî:,yà:-yî-m,j àː + j î + m,,heathdogon,,,,,j àː + j î + m,j àː + j îː,j àː + j îː,yà:-yî:,
BenTey-3398_daughter-1,,BenTey,3398_daughter,yà:yím,yà:-yí-m,j àː + j í + m,,heathdogon,,,,,j àː + j í + m,,,,
Bunoge-3398_daughter-1,,Bunoge,3398_daughter,bé: yɔ̀:,bé:_yɔ̀:,b éː + j ɔ̀ː,,heathdogon,,,,,b éː + j ɔ̀ː,,,,
DogulDomBendiely-3398_daughter-1,,DogulDomBendiely,3398_daughter,"ègù yáá, èyyá",ègù_yáá,è ɡ ù + j á á ∼,,heathdogon,,,,,è ɡ ù + j á.á ∼,,,,
DonnoSo-3398_daughter-1,,DonnoSo,3398_daughter,yà:nà î:,yà:-nà_î:,j àː + n à + îː,,heathdogon,,,,,j àː + n à + îː,,,,
JamsayDouentza-3398_daughter-1,,JamsayDouentza,3398_daughter,ɲɛ̀în,ɲɛ̀-în,ɲ ɛ̀ + î n,,heathdogon,,,,,ɲ ɛ̀ + î n,,,,
Mombo-3398_daughter-1,,Mombo,3398_daughter,wè:yǎ:y // wìyɛ̌y // wù:yǎy,wè:yǎ:y,w èː j ǎː j,,heathdogon,,,,,w èː j ǎː j,w ùː j ǎ j,w ùː j ǎ j,wù:yǎy,
Najamba-3398_daughter-1,,Najamba,3398_daughter,èndèyɛ̌:\\òndòyàwó:,èndè-yɛ̌:,è ⁿd è + j ɛ̌ː,,heathdogon,,,,,è ⁿd è + j ɛ̌ː,ò ⁿd ò + j à w óː,ò ⁿd ò + j à w óː,òndò-yàwó:,
Nanga-3398_daughter-1,,Nanga,3398_daughter,yǎỳⁿ,yǎ-ỳⁿ,j ǎ + ỳ ∼,,heathdogon,,,,,j ǎ + ỳ ∼,,,,
Penange-3398_daughter-1,,Penange,3398_daughter,wè: yɔ̀:,wè:_yɔ̀:,w èː + j ɔ̀ː,,heathdogon,,,,,w èː + j ɔ̀ː,,,,
PergeTegu-3398_daughter-1,,PergeTegu,3398_daughter,ɲǎynù,ɲǎy-nù,ɲ ǎ j + n ù,,heathdogon,,,,,ɲ ǎ j + n ù,,,,
TebulUre-3398_daughter-1,,TebulUre,3398_daughter,ɛ̀dáyɛ́,ɛ̀dá-yɛ́,ɛ̀ d á + j ɛ́,,heathdogon,,,,,ɛ̀ d á + j ɛ́,,,,
TogoKan-3398_daughter-1,,TogoKan,3398_daughter,ɲɛ̌ỳⁿ,ɲɛ̌-ỳⁿ,ɲ ɛ̌ + ỳ ∼,,heathdogon,,,,,ɲ ɛ̌ + ỳ ∼,,,,
TommoSoTongoTongo-3398_daughter-1,,TommoSoTongoTongo,3398_daughter,ìyǎy,ì-yǎy,ì + j ǎ j,,heathdogon,,,,,ì + j ǎ j,,,,
YandaDom-3398_daughter-1,,YandaDom,3398_daughter,èníyè\\mù,èn-íyè,è n + í j è,,heathdogon,,,,,è n + í j è,è n + í j è + m ù,è n + í j è + m ù,èn-íyè-mù,
YornoSo-3398_daughter-1,,YornoSo,3398_daughter,yá:,yá:,j áː,,heathdogon,,,,,j áː,,,,
BenTey-3783_elderbrotherofmanorwoman-1,,BenTey,3783_elderbrotherofmanorwoman,dèré,dèré,d è r é,,heathdogon,,,,,d è r é,,,,
DogulDomBendiely-3783_elderbrotherofmanorwoman-1,,DogulDomBendiely,3783_elderbrotherofmanorwoman,dèlé,dèlé,d è l é,,heathdogon,,,,,d è l é,,,,
JamsayDouentza-3783_elderbrotherofmanorwoman-1,,JamsayDouentza,3783_elderbrotherofmanorwoman,dèré,dèré,d è r é,,heathdogon,,,,,d è r é,,,,
JamsayMondoro-3783_elderbrotherofmanorwoman-1,,JamsayMondoro,3783_elderbrotherofmanorwoman,dèré,dèré,d è r é,,heathdogon,,,,,d è r é,,,,
Mombo-3783_elderbrotherofmanorwoman-1,,Mombo,3783_elderbrotherofmanorwoman,dɛ́:,dɛ́:,d ɛ́ː,,heathdogon,,,,,d ɛ́ː,,,,
TogoKan-3783_elderbrotherofmanorwoman-1,,TogoKan,3783_elderbrotherofmanorwoman,dɛ̌:ⁿ,dɛ̌:ⁿ,d ɛ̌ː ∼,,heathdogon,,,,,d ɛ̌ː ∼,,,,
YornoSo-3783_elderbrotherofmanorwoman-1,,YornoSo,3783_elderbrotherofmanorwoman,délé,délé,d é l é,,heathdogon,,,,,d é l é,,,,
DogulDomBendiely-9710_youngerbrotherofmanorwoman-1,,DogulDomBendiely,9710_youngerbrotherofmanorwoman,dèlé,dèlé,d è l é,,heathdogon,,,,,d è l é,,,,
YornoSo-9710_youngerbrotherofmanorwoman-1,,YornoSo,9710_youngerbrotherofmanorwoman,súgɔ́nɛ́\\súgɔ́m,súgɔ́-nɛ́,s ú ɡ ɔ́ + n ɛ́,,heathdogon,,,,,s ú ɡ ɔ́ + n ɛ́,s ú ɡ ɔ́ + m,s ú ɡ ɔ́ + m,súgɔ́-m,
BankanTey-696_manssister-1,,BankanTey,696_manssister,pòyâm\\pòyâ:,pò-yâ-m,p ò + j â + m,,heathdogon,,,,,p ò + j â + m,p ò + j âː,p ò + j âː,pò-yâ:,
BenTey-696_manssister-1,,BenTey,696_manssister,pòyǎ:,pò-yǎ:,p ò + j ǎː,,heathdogon,,,,,p ò + j ǎː,,,,
DogulDomBendiely-696_manssister-1,,DogulDomBendiely,696_manssister,sáà,sáà,s á à,,heathdogon,,,,,s á.à,,,,
DogulDomKundialang-696_manssister-1,,DogulDomKundialang,696_manssister,sǎ:ŋ+AH4378,sǎ:-ŋ,s ǎː + ŋ,,heathdogon,,,,,s ǎː + ŋ,,,,
DonnoSo-696_manssister-1,,DonnoSo,696_manssister,"sa᷈:, yà:sa᷈:",sa᷈:,s ǎː,,heathdogon,,,,,s ǎː,,,,
JamsayDouentza-696_manssister-1,,JamsayDouentza,696_manssister,yɛ̀sǎ:,yɛ̀sǎ:,j ɛ̀ s ǎː,,heathdogon,,,,,j ɛ̀ s ǎː,,,,
JamsayMondoro-696_manssister-1,,JamsayMondoro,696_manssister,yɛ̀sǎ:,yɛ̀sǎ:,j ɛ̀ s ǎː,,heathdogon,,,,,j ɛ̀ s ǎː,,,,
TebulUre-696_manssister-1,,TebulUre,696_manssister,sá,sá,s á,,heathdogon,,,,,s á,,,,
Tiranige-696_manssister-1,,Tiranige,696_manssister,bà:,bà:,b àː,,heathdogon,,,,,b àː,,,,
TommoSoTongoTongo-696_manssister-1,,TommoSoTongoTongo,696_manssister,sáá,sáá,s á á ∼,,heathdogon,,,,,s á.á ∼,,,,
ToroTegu-696_manssister-1,,ToroTegu,696_manssister,ísú yⁿárⁿú\\ísúyⁿám,ísú_yⁿá-rⁿú,í s ú + y ∼ á + r ∼ ú,,heathdogon,,,,,í s ú + y ∼ á + r ∼ ú,í s ú + y ∼ á + m,í s ú + y ∼ á + m,ísú-yⁿá-m,
YandaDom-696_manssister-1,,YandaDom,696_manssister,sà:\\mù,sà:,s àː,,heathdogon,,,,,s àː,s àː + m ù,s àː + m ù,sà:-mù,
YornoSo-696_manssister-1,,YornoSo,696_manssister,yàsǎ:,yà-sǎ:,j à + s ǎː,,heathdogon,,,,,j à + s ǎː,,,,
BenTey-3789_eldersisterofmanorwoman-1,,BenTey,3789_eldersisterofmanorwoman,pòyǎm,pò-yǎ-m,p ò + j ǎ + m,,heathdogon,,,,,p ò + j ǎ + m,,,,
DogulDomBendiely-3789_eldersisterofmanorwoman-1,,DogulDomBendiely,3789_eldersisterofmanorwoman,sàà,sàà,s à à,,heathdogon,,,,,s à.à,,,,
Mombo-3789_eldersisterofmanorwoman-1,,Mombo,3789_eldersisterofmanorwoman,dárá,dárá,d á r á,,heathdogon,,,,,d á r á,,,,
TogoKan-3789_eldersisterofmanorwoman-1,,TogoKan,3789_eldersisterofmanorwoman,làrà gàrá,làrà_gàrá,l à r à + ɡ à r á,,heathdogon,,,,,l à r à + ɡ à r á,,,,
YornoSo-3789_eldersisterofmanorwoman-1,,YornoSo,3789_eldersisterofmanorwoman,dìdǎ:,dì-dǎ:,d ì + d ǎː,,heathdogon,,,,,d ì + d ǎː,,,,
DogulDomBendiely-9715_youngersisterofawoman-1,,DogulDomBendiely,9715_youngersisterofawoman,sàà,sàà,s à à,,heathdogon,,,,,s à.à,,,,
YornoSo-9715_youngersisterofawoman-1,,YornoSo,9715_youngersisterofawoman,súgɔ́nɛ́,súgɔ́-nɛ́,s ú ɡ ɔ́ + n ɛ́,,heathdogon,,,,,s ú ɡ ɔ́ + n ɛ́,,,,
Gourou-7756_siblingofoppositesexolderoryounger-1,,Gourou,7756_siblingofoppositesexolderoryounger,làrá,làrá,l à r á,,heathdogon,,,,,l à r á,,,,
Najamba-7756_siblingofoppositesexolderoryounger-1,,Najamba,7756_siblingofoppositesexolderoryounger,ùbùlŋgɛ́:\\ùbùlŋgàwó: = ùbùlŋgàmbó,ùbùlŋgɛ́:,ù b ù l ŋ ɡ ɛ́ː,,heathdogon,,,,,ù b ù l ŋ ɡ ɛ́ː,ù b ù l ŋ ɡ à + ⁿb ó,ù b ù l ŋ ɡ à + ⁿb ó,ùbùlŋgà-mbó,
Nanga-7756_siblingofoppositesexolderoryounger-1,,Nanga,7756_siblingofoppositesexolderoryounger,àmìrⁿàsǎ:,àmìrⁿàsǎ:,à m ì r ∼ à s ǎː,,heathdogon,,,,,à m ì r ∼ à s ǎː,,,,
PergeTegu-7756_siblingofoppositesexolderoryounger-1,,PergeTegu,7756_siblingofoppositesexolderoryounger,àwⁿàsǎ:,àwⁿàsǎ:,àu̯ ∼ à s ǎː,,heathdogon,,,,,àu̯ ∼ à s ǎː,,,,
TogoKan-7756_siblingofoppositesexolderoryounger-1,,TogoKan,7756_siblingofoppositesexolderoryounger,làrá,làrá,l à r á,,heathdogon,,,,,l à r á,,,,
JamsayDouentza-7754_siblingany-1,,JamsayDouentza,7754_siblingany,jû:,jû:,dʒ ûː,,heathdogon,,,,,dʒ ûː,,,,
PergeTegu-7754_siblingany-1,,PergeTegu,7754_siblingany,jú:,jú:,dʒ úː,,heathdogon,,,,,dʒ úː,,,,
BankanTey-9032_twinperson-1,,BankanTey,9032_twinperson,zè:yîm\\zè:yî:,zè:-yî-m,z èː + j î + m,,heathdogon,,,,,z èː + j î + m,z èː + j îː,z èː + j îː,zè:-yî:,
BenTey-9032_twinperson-1,,BenTey,9032_twinperson,jìyèyím\\yìtɛ᷈:,jìyè-yí-m,dʒ ì j è + j í + m,,heathdogon,,,,,dʒ ì j è + j í + m,dʒ ì j è + j ì + t ɛ̌ː,dʒ ì j è + j ì + t ɛ̌ː,jìyè-yì-tɛ᷈:,
Bunoge-9032_twinperson-1,,Bunoge,9032_twinperson,tàndàŋgè,tàndàŋgè,t à ⁿd à ŋ ɡ è,,heathdogon,,,,,t à ⁿd à ŋ ɡ è,,,,
DogulDomBendiely-9032_twinperson-1,,DogulDomBendiely,9032_twinperson,jìɲɛ́,jìɲɛ́,dʒ ì ɲ ɛ́,,heathdogon,,,,,dʒ ì ɲ ɛ́,,,,
DogulDomKundialang-9032_twinperson-1,,DogulDomKundialang,9032_twinperson,jìŋɛ́,jìŋɛ́,dʒ ì ŋ ɛ́,,heathdogon,,,,,dʒ ì ŋ ɛ́,,,,
DonnoSo-9032_twinperson-1,,DonnoSo,9032_twinperson,jìŋɛ́,jìŋɛ́,dʒ ì ŋ ɛ́,,heathdogon,,,,,dʒ ì ŋ ɛ́,,,,
Gourou-9032_twinperson-1,,Gourou,9032_twinperson,zɛ̀ŋɛ́,zɛ̀ŋɛ́,z ɛ̀ ŋ ɛ́,,heathdogon,,,,,z ɛ̀ ŋ ɛ́,,,,
JamsayDouentza-9032_twinperson-1,,JamsayDouentza,9032_twinperson,jɛ̀ŋín\\jɛ̀ŋúm,jɛ̀ŋí-n,dʒ ɛ̀ ŋ í + n,,heathdogon,,,,,dʒ ɛ̀ ŋ í + n,dʒ ɛ̀ ŋ ú + m,dʒ ɛ̀ ŋ ú + m,jɛ̀ŋú-m,
JamsayMondoro-9032_twinperson-1,,JamsayMondoro,9032_twinperson,"jɛ̀ŋín\\jɛ̀ŋúm, jɛ̀ŋɛ́",jɛ̀ŋí-n,dʒ ɛ̀ ŋ í + n,,heathdogon,,,,,dʒ ɛ̀ ŋ í + n,dʒ ɛ̀ ŋ ú + m,dʒ ɛ̀ ŋ ú + m,jɛ̀ŋú-m,
Najamba-9032_twinperson-1,,Najamba,9032_twinperson,nìmɛ̂:\\nìmɛ̂:mbò = nìmɛ́mbò = nìmɔ̂:,nìmɛ̂:,n ì m ɛ̂ː,,heathdogon,,,,,n ì m ɛ̂ː,n ì m ɔ̂ː,n ì m ɔ̂ː,nìmɔ̂:,
Nanga-9032_twinperson-1,,Nanga,9032_twinperson,jìgé,jìgé,dʒ ì ɡ é,,heathdogon,,,,,dʒ ì ɡ é,,,,
Penange-9032_twinperson-1,,Penange,9032_twinperson,tàndà:ŋgè,tàndà:ŋgè,t à ⁿd àː ŋ ɡ è,,heathdogon,,,,,t à ⁿd àː ŋ ɡ è,,,,
PergeTegu-9032_twinperson-1,,PergeTegu,9032_twinperson,jɛ̀ŋgɛ́\\jɛ̀ŋgɛ̌m,jɛ̀ŋgɛ́,dʒ ɛ̀ ŋ ɡ ɛ́,,heathdogon,,,,,dʒ ɛ̀ ŋ ɡ ɛ́,dʒ ɛ̀ ŋ ɡ ɛ̌ + m,dʒ ɛ̀ ŋ ɡ ɛ̌ + m,jɛ̀ŋgɛ̌-m,
TebulUre-9032_twinperson-1,,TebulUre,9032_twinperson,zɛ̀gá\\zɛ̀gàmbɔ́,zɛ̀gá,z ɛ̀ ɡ á,,heathdogon,,,,,z ɛ̀ ɡ á,z ɛ̀ ɡ à + ⁿb ɔ́,z ɛ̀ ɡ à + ⁿb ɔ́,zɛ̀gà-mbɔ́,
Tiranige-9032_twinperson-1,,Tiranige,9032_twinperson,númáŋgébè,númáŋgé-bè,n ú m á ŋ ɡ é + b è,,heathdogon,,,,,n ú m á ŋ ɡ é + b è,,,,
TogoKan-9032_twinperson-1,,TogoKan,9032_twinperson,jɛ̀ŋɛ̀í:ⁿ,jɛ̀ŋɛ̀-í:ⁿ,dʒ ɛ̀ ŋ ɛ̀ + íː ∼,,heathdogon,,,,,dʒ ɛ̀ ŋ ɛ̀ + íː ∼,,,,
TommoSoTongoTongo-9032_twinperson-1,,TommoSoTongoTongo,9032_twinperson,jìŋɛ́,jìŋɛ́,dʒ ì ŋ ɛ́,,heathdogon,,,,,dʒ ì ŋ ɛ́,,,,
ToroTegu-9032_twinperson-1,,ToroTegu,9032_twinperson,zɛ̀ŋá\\zɛ̀ŋǎm,zɛ̀ŋá,z ɛ̀ ŋ á,,heathdogon,,,,,z ɛ̀ ŋ á,z ɛ̀ ŋ ǎ + m,z ɛ̀ ŋ ǎ + m,zɛ̀ŋǎ-m,
YandaDom-9032_twinperson-1,,YandaDom,9032_twinperson,nìmɛ̀m\\mù,nìmɛ̀m,n ì m ɛ̀ m,,heathdogon,,,,,n ì m ɛ̀ m,n ì m ɛ̀ m + m ù,n ì m ɛ̀ m + m ù,nìmɛ̀m-mù,
YornoSo-9032_twinperson-1,,YornoSo,9032_twinperson,jìŋɛ́,jìŋɛ́,dʒ ì ŋ ɛ́,,heathdogon,,,,,dʒ ì ŋ ɛ́,,,,
