ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Grouped_Segments,Grouped_Plural_Segments,Plural_Segments,Plural_Form,Dialect
Nanga-4118_finishsth-1,,Nanga,4118_finishsth,dìmɛ́ndí,dìmɛ́-ndí,d ì m ɛ́ + ⁿd í,,heathdogon,,,,,d ì m ɛ́ + ⁿd í,,,,
Penange-4118_finishsth-1,,Penange,4118_finishsth,dɛ́ŋgɛ́,dɛ́ŋgɛ́,d ɛ́ ŋ ɡ ɛ́,,heathdogon,,,,,d ɛ́ ŋ ɡ ɛ́,,,,
PergeTegu-4118_finishsth-1,,PergeTegu,4118_finishsth,dùmdɔ́,dùmdɔ́,d ù m d ɔ́,,heathdogon,,,,,d ù m d ɔ́,,,,
TebulUre-4118_finishsth-1,,TebulUre,4118_finishsth,dùmdí (dùmdítì),dùm-dí,d ù m + d í,,heathdogon,,,,,d ù m + d í,,,,
Tiranige-4118_finishsth-1,,Tiranige,4118_finishsth,"póró, íŋgóm(ú)",póró,p ó r ó,,heathdogon,,,,,p ó r ó,,,,
TogoKan-4118_finishsth-1,,TogoKan,4118_finishsth,"dògó, kílì\\kílɛ́",dògó,d ò ɡ ó,,heathdogon,,,,,d ò ɡ ó,,,,
TommoSoTongoTongo-4118_finishsth-1,,TommoSoTongoTongo,4118_finishsth,dùmɔ́ndɔ́,dùmɔ́-ndɔ́,d ù m ɔ́ + ⁿd ɔ́,,heathdogon,,,,,d ù m ɔ́ + ⁿd ɔ́,,,,
TomoKanSegue-4118_finishsth-1,,TomoKanSegue,4118_finishsth,dùmɛ̀,dùmɛ̀,d ù m ɛ̀,,heathdogon,,,,,d ù m ɛ̀,,,,
ToroTegu-4118_finishsth-1,,ToroTegu,4118_finishsth,"dùmkú\\dùmkɔ́, dùmkú kám\\káwⁿá = ká:ⁿ, dùmlú\\dùmlɔ́",dùm-lɔ́,d ù m + l ɔ́,,heathdogon,,,,,d ù m + l ɔ́,,,,
YandaDom-4118_finishsth-1,,YandaDom,4118_finishsth,ídé\\ìdèlí,ídé,í d é,,heathdogon,,,,,í d é,,,,
YornoSo-4118_finishsth-1,,YornoSo,4118_finishsth,kílɛ́,kílɛ́,k í l ɛ́,,heathdogon,,,,,k í l ɛ́,,,,
BankanTey-3835_endlimit-1,,BankanTey,3835_endlimit,dùmǒyⁿ,dùmǒyⁿ,d ù m ǒ y ∼,,heathdogon,,,,,d ù m ǒ y ∼,,,,
BenTey-3835_endlimit-1,,BenTey,3835_endlimit,dùmdɔ́:,dùmdɔ́:,d ù m d ɔ́ː,,heathdogon,,,,,d ù m d ɔ́ː,,,,
DogulDomBendiely-3835_endlimit-1,,DogulDomBendiely,3835_endlimit,"sáktè, kálùg",sáktè,s á k t è,,heathdogon,,,,,s á k t è,,,,
DogulDomKundialang-3835_endlimit-1,,DogulDomKundialang,3835_endlimit,sáktè,sáktè,s á k t è,,heathdogon,,,,,s á k t è,,,,
DonnoSo-3835_endlimit-1,,DonnoSo,3835_endlimit,dògòndó,dògò-ndó,d ò ɡ ò + ⁿd ó,,heathdogon,,,,,d ò ɡ ò + ⁿd ó,,,,
JamsayDouentza-3835_endlimit-1,,JamsayDouentza,3835_endlimit,"dùmnó, dùwⁿó",dùmnó,d ù m n ó,,heathdogon,,,,,d ù m n ó,,,,
JamsayMondoro-3835_endlimit-1,,JamsayMondoro,3835_endlimit,dùmnó,dùmnó,d ù m n ó,,heathdogon,,,,,d ù m n ó,,,,
Mombo-3835_endlimit-1,,Mombo,3835_endlimit,píŋgì,píŋgì,p í ŋ ɡ ì,,heathdogon,,,,,p í ŋ ɡ ì,,,,
Najamba-3835_endlimit-1,,Najamba,3835_endlimit,kàló:\\kàlé:,kàló:,k à l óː,,heathdogon,,,,,k à l óː,k à l éː,k à l éː,kàlé:,
Nanga-3835_endlimit-1,,Nanga,3835_endlimit,dùmá,dùmá,d ù m á,,heathdogon,,,,,d ù m á,,,,
PergeTegu-3835_endlimit-1,,PergeTegu,3835_endlimit,dùmdɔ́,dùmdɔ́,d ù m d ɔ́,,heathdogon,,,,,d ù m d ɔ́,,,,
TebulUre-3835_endlimit-1,,TebulUre,3835_endlimit,dùmó,dùmó,d ù m ó,,heathdogon,,,,,d ù m ó,,,,
TogoKan-3835_endlimit-1,,TogoKan,3835_endlimit,dùnɔ́,dùnɔ́,d ù n ɔ́,,heathdogon,,,,,d ù n ɔ́,,,,
TommoSoTongoTongo-3835_endlimit-1,,TommoSoTongoTongo,3835_endlimit,"kálé, dùmɔ̀ndɔ́",kál-é,k á l + é,,heathdogon,,,,,k á l + é,,,,
ToroTegu-3835_endlimit-1,,ToroTegu,3835_endlimit,dúmlɛ́,dúm-lɛ́,d ú m + l ɛ́,,heathdogon,,,,,d ú m + l ɛ́,,,,
YandaDom-3835_endlimit-1,,YandaDom,3835_endlimit,ìdà,ìdà,ì d à,,heathdogon,,,,,ì d à,,,,
YornoSo-3835_endlimit-1,,YornoSo,3835_endlimit,"dɔ̌:ⁿ, dùmnɔ́",dɔ̌:ⁿ,d ɔ̌ː ∼,,heathdogon,,,,,d ɔ̌ː ∼,,,,
JamsayDouentza-3467_desistfromceaseanactivity-1,,JamsayDouentza,3467_desistfromceaseanactivity,gǒ:,gǒ:,ɡ ǒː,,heathdogon,,,,,ɡ ǒː,,,,
Mombo-3467_desistfromceaseanactivity-1,,Mombo,3467_desistfromceaseanactivity,dɛ́:ndɛ̀,dɛ́:ndɛ̀,d ɛ́ː ⁿd ɛ̀,,heathdogon,,,,,d ɛ́ː ⁿd ɛ̀,,,,
Najamba-3467_desistfromceaseanactivity-1,,Najamba,3467_desistfromceaseanactivity,íŋgíyɛ́,íŋgí-yɛ́,í ŋ ɡ í + j ɛ́,,heathdogon,,,,,í ŋ ɡ í + j ɛ́,,,,
Penange-3467_desistfromceaseanactivity-1,,Penange,3467_desistfromceaseanactivity,íŋgírɛ̀,íŋgí-rɛ̀,í ŋ ɡ í + r ɛ̀,,heathdogon,,,,,í ŋ ɡ í + r ɛ̀,,,,
TogoKan-3467_desistfromceaseanactivity-1,,TogoKan,3467_desistfromceaseanactivity,dàgá,dàgá,d à ɡ á,,heathdogon,,,,,d à ɡ á,,,,
TommoSoTongoTongo-3467_desistfromceaseanactivity-1,,TommoSoTongoTongo,3467_desistfromceaseanactivity,pádá,pádá,p á d á,,heathdogon,,,,,p á d á,,,,
ToroTegu-3467_desistfromceaseanactivity-1,,ToroTegu,3467_desistfromceaseanactivity,dɛ̀lú\\dɛ̀lá,dɛ̀lá,d ɛ̀ l á,,heathdogon,,,,,d ɛ̀ l á,,,,
BankanTey-4025_fatherdad-1,,BankanTey,4025_fatherdad,bâ:,bâ:,b âː,,heathdogon,,,,,b âː,,,,
BenTey-4025_fatherdad-1,,BenTey,4025_fatherdad,"bìbǎ:, bà:bá, bâ:",bì-bǎ:,b ì + b ǎː,,heathdogon,,,,,b ì + b ǎː,,,,
Bunoge-4025_fatherdad-1,,Bunoge,4025_fatherdad,bá:,bá:,b áː,,heathdogon,,,,,b áː,,,,
DogulDomBendiely-4025_fatherdad-1,,DogulDomBendiely,4025_fatherdad,ǹdé,ǹdé,n ə̀ d é,,heathdogon,,,,,n.ə̀ d é,,,,
DogulDomKundialang-4025_fatherdad-1,,DogulDomKundialang,4025_fatherdad,ǹdé:,ǹdé:,n ə̀ d éː,,heathdogon,,,,,n.ə̀ d éː,,,,
DonnoSo-4025_fatherdad-1,,DonnoSo,4025_fatherdad,bǎ:,bǎ:,b ǎː,,heathdogon,,,,,b ǎː,,,,
JamsayDouentza-4025_fatherdad-1,,JamsayDouentza,4025_fatherdad,bǎ:,bǎ:,b ǎː,,heathdogon,,,,,b ǎː,,,,
Mombo-4025_fatherdad-1,,Mombo,4025_fatherdad,bá:,bá:,b áː,,heathdogon,,,,,b áː,,,,
Najamba-4025_fatherdad-1,,Najamba,4025_fatherdad,"bâ:, ábbà",bâ:,b âː,,heathdogon,,,,,b âː,,,,
Nanga-4025_fatherdad-1,,Nanga,4025_fatherdad,bâ:,bâ:,b âː,,heathdogon,,,,,b âː,,,,
Penange-4025_fatherdad-1,,Penange,4025_fatherdad,ŋ́ bɔ̀bɔ́,ŋ́_bɔ̀bɔ́,ŋ ə́ + b ɔ̀ b ɔ́,,heathdogon,,,,,ŋ.ə́ + b ɔ̀ b ɔ́,,,,
TebulUre-4025_fatherdad-1,,TebulUre,4025_fatherdad,bá,bá,b á,,heathdogon,,,,,b á,,,,
TogoKan-4025_fatherdad-1,,TogoKan,4025_fatherdad,dèdê:,dè-dê:,d è + d êː,,heathdogon,,,,,d è + d êː,,,,
TommoSoTongoTongo-4025_fatherdad-1,,TommoSoTongoTongo,4025_fatherdad,"bàbáá, àbáá, báá",bà-báá,b à + b á á ∼,,heathdogon,,,,,b à + b á.á ∼,,,,
YandaDom-4025_fatherdad-1,,YandaDom,4025_fatherdad,dèdé,dè-dé,d è + d é,,heathdogon,,,,,d è + d é,,,,
YornoSo-4025_fatherdad-1,,YornoSo,4025_fatherdad,dê:,dê:,d êː,,heathdogon,,,,,d êː,,,,
BankanTey-6160_mother-1,,BankanTey,6160_mother,"nàrⁿá, nàrⁿǎm",nàrⁿá,n à r ∼ á,,heathdogon,,,,,n à r ∼ á,,,,
BenTey-6160_mother-1,,BenTey,6160_mother,nàrⁿá,nàrⁿá,n à r ∼ á,,heathdogon,,,,,n à r ∼ á,,,,
Bunoge-6160_mother-1,,Bunoge,6160_mother,nìnì,nì-nì,n ì + n ì,,heathdogon,,,,,n ì + n ì,,,,
DogulDomBendiely-6160_mother-1,,DogulDomBendiely,6160_mother,dààrá,dààrá,d à à r á,,heathdogon,,,,,d à.à r á,,,,
DogulDomKundialang-6160_mother-1,,DogulDomKundialang,6160_mother,dà:rá:,dà:rá:,d àː r áː,,heathdogon,,,,,d àː r áː,,,,
DonnoSo-6160_mother-1,,DonnoSo,6160_mother,nǎ:,nǎ:,n ǎː,,heathdogon,,,,,n ǎː,,,,
Gourou-6160_mother-1,,Gourou,6160_mother,nǎ:,nǎ:,n ǎː,,heathdogon,,,,,n ǎː,,,,
JamsayDouentza-6160_mother-1,,JamsayDouentza,6160_mother,nǎ:,nǎ:,n ǎː,,heathdogon,,,,,n ǎː,,,,
JamsayMondoro-6160_mother-1,,JamsayMondoro,6160_mother,nǎ:,nǎ:,n ǎː,,heathdogon,,,,,n ǎː,,,,
Mombo-6160_mother-1,,Mombo,6160_mother,ní:,ní:,n íː,,heathdogon,,,,,n íː,,,,
Najamba-6160_mother-1,,Najamba,6160_mother,nǐ:\\nì:mbó,nǐ:,n ǐː,,heathdogon,,,,,n ǐː,n ìː + ⁿb ó,n ìː + ⁿb ó,nì:-mbó,
Nanga-6160_mother-1,,Nanga,6160_mother,dě:,dě:,d ěː,,heathdogon,,,,,d ěː,,,,
Penange-6160_mother-1,,Penange,6160_mother,ní:,ní:,n íː,,heathdogon,,,,,n íː,,,,
PergeTegu-6160_mother-1,,PergeTegu,6160_mother,nǎ:,nǎ:,n ǎː,,heathdogon,,,,,n ǎː,,,,
TebulUre-6160_mother-1,,TebulUre,6160_mother,nàrⁿá,nàrⁿá,n à r ∼ á,,heathdogon,,,,,n à r ∼ á,,,,
Tiranige-6160_mother-1,,Tiranige,6160_mother,"nɛ̀nɛ̀, nɛ̀:, nì: (Ningo)",nɛ̀nɛ̀,n ɛ̀ n ɛ̀,,heathdogon,,,,,n ɛ̀ n ɛ̀,,,,
TogoKan-6160_mother-1,,TogoKan,6160_mother,ìnǎ:,ìnǎ:,ì n ǎː,,heathdogon,,,,,ì n ǎː,,,,
TommoSoTongoTongo-6160_mother-1,,TommoSoTongoTongo,6160_mother,nnáá,n-náá,n + n á á ∼,,heathdogon,,,,,n + n á.á ∼,,,,
ToroTegu-6160_mother-1,,ToroTegu,6160_mother,ná,ná,n á,,heathdogon,,,,,n á,,,,
YandaDom-6160_mother-1,,YandaDom,6160_mother,nì:,nì:,n ìː,,heathdogon,,,,,n ìː,,,,
YornoSo-6160_mother-1,,YornoSo,6160_mother,ná:,ná:,n áː,,heathdogon,,,,,n áː,,,,
BenTey-4019_fathersbrotheryoungerorelder-1,,BenTey,4019_fathersbrotheryoungerorelder,bɔ̌:,bɔ̌:,b ɔ̌ː,,heathdogon,,,,,b ɔ̌ː,,,,
DogulDomBendiely-4019_fathersbrotheryoungerorelder-1,,DogulDomBendiely,4019_fathersbrotheryoungerorelder,súɲjò,súɲjò,s ú ɲ dʒ ò,,heathdogon,,,,,s ú ɲ dʒ ò,,,,
JamsayDouentza-4019_fathersbrotheryoungerorelder-1,,JamsayDouentza,4019_fathersbrotheryoungerorelder,bòró,bòró,b ò r ó,,heathdogon,,,,,b ò r ó,,,,
Mombo-4019_fathersbrotheryoungerorelder-1,,Mombo,4019_fathersbrotheryoungerorelder,bɔ́bɔ́,bɔ́bɔ́,b ɔ́ b ɔ́,,heathdogon,,,,,b ɔ́ b ɔ́,,,,
Nanga-4019_fathersbrotheryoungerorelder-1,,Nanga,4019_fathersbrotheryoungerorelder,bǎ:,bǎ:,b ǎː,,heathdogon,,,,,b ǎː,,,,
Penange-4019_fathersbrotheryoungerorelder-1,,Penange,4019_fathersbrotheryoungerorelder,nèjì,nèjì,n è dʒ ì,,heathdogon,,,,,n è dʒ ì,,,,
TommoSoTongoTongo-4019_fathersbrotheryoungerorelder-1,,TommoSoTongoTongo,4019_fathersbrotheryoungerorelder,bàbé,bàbé,b à b é,,heathdogon,,,,,b à b é,,,,
BankanTey-6163_mothersbrother-1,,BankanTey,6163_mothersbrother,ǹdòsǐm\\ǹdòsí,ǹdòsǐ-m,n ə̀ d ò s ǐ + m,,heathdogon,,,,,n.ə̀ d ò s ǐ + m,n.ə̀ d ò s í,n ə̀ d ò s í,ǹdòsí,
BenTey-6163_mothersbrother-1,,BenTey,6163_mothersbrother,lèsú ~ lòsú,lòsú,l ò s ú,,heathdogon,,,,,l ò s ú,,,,
Bunoge-6163_mothersbrother-1,,Bunoge,6163_mothersbrother,bɔ̀bɔ̀,bɔ̀-bɔ̀,b ɔ̀ + b ɔ̀,,heathdogon,,,,,b ɔ̀ + b ɔ̀,,,,
DogulDomBendiely-6163_mothersbrother-1,,DogulDomBendiely,6163_mothersbrother,"lɛ́sù, nɛ́sù",lɛ́sù,l ɛ́ s ù,,heathdogon,,,,,l ɛ́ s ù,,,,
DogulDomKundialang-6163_mothersbrother-1,,DogulDomKundialang,6163_mothersbrother,nês,nês,n ê s,,heathdogon,,,,,n ê s,,,,
DonnoSo-6163_mothersbrother-1,,DonnoSo,6163_mothersbrother,lédù,lédù,l é d ù,,heathdogon,,,,,l é d ù,,,,
Gourou-6163_mothersbrother-1,,Gourou,6163_mothersbrother,lèsé,lèsé,l è s é,,heathdogon,,,,,l è s é,,,,
JamsayDouentza-6163_mothersbrother-1,,JamsayDouentza,6163_mothersbrother,lèjé,lèjé,l è dʒ é,,heathdogon,,,,,l è dʒ é,,,,
JamsayMondoro-6163_mothersbrother-1,,JamsayMondoro,6163_mothersbrother,lèjé,lèjé,l è dʒ é,,heathdogon,,,,,l è dʒ é,,,,
Mombo-6163_mothersbrother-1,,Mombo,6163_mothersbrother,nɛ́jí,nɛ́jí,n ɛ́ dʒ í,,heathdogon,,,,,n ɛ́ dʒ í,,,,
Najamba-6163_mothersbrother-1,,Najamba,6163_mothersbrother,nèjǐ:\\nèjùmbó,nèjǐ:,n è dʒ ǐː,,heathdogon,,,,,n è dʒ ǐː,n è dʒ ù + ⁿb ó,n è dʒ ù + ⁿb ó,nèjù-mbó,
Nanga-6163_mothersbrother-1,,Nanga,6163_mothersbrother,lèsí,lèsí,l è s í,,heathdogon,,,,,l è s í,,,,
Penange-6163_mothersbrother-1,,Penange,6163_mothersbrother,nèjì,nèjì,n è dʒ ì,,heathdogon,,,,,n è dʒ ì,,,,
PergeTegu-6163_mothersbrother-1,,PergeTegu,6163_mothersbrother,lèsú,lèsú,l è s ú,,heathdogon,,,,,l è s ú,,,,
TebulUre-6163_mothersbrother-1,,TebulUre,6163_mothersbrother,lèdú,lèdú,l è d ú,,heathdogon,,,,,l è d ú,,,,
Tiranige-6163_mothersbrother-1,,Tiranige,6163_mothersbrother,nèjì,nèjì,n è dʒ ì,,heathdogon,,,,,n è dʒ ì,,,,
TogoKan-6163_mothersbrother-1,,TogoKan,6163_mothersbrother,níɲí,níɲí,n í ɲ í,,heathdogon,,,,,n í ɲ í,,,,
TommoSoTongoTongo-6163_mothersbrother-1,,TommoSoTongoTongo,6163_mothersbrother,nínjú,nínjú,n í ⁿdʒ ú,,heathdogon,,,,,n í ⁿdʒ ú,,,,
ToroTegu-6163_mothersbrother-1,,ToroTegu,6163_mothersbrother,lìsí\\mǎ:,lìsí,l ì s í,,heathdogon,,,,,l ì s í,l ì s í + m ǎː,l ì s í + m ǎː,lìsí-mǎ:,
YandaDom-6163_mothersbrother-1,,YandaDom,6163_mothersbrother,lèzù,lèzù,l è z ù,,heathdogon,,,,,l è z ù,,,,
YornoSo-6163_mothersbrother-1,,YornoSo,6163_mothersbrother,níɲù\\níɲù bè,níɲù,n í ɲ ù,,heathdogon,,,,,n í ɲ ù,n í ɲ ù + b è,n í ɲ ù + b è,níɲù_bè,
BankanTey-6166_mothersyoungersister-1,,BankanTey,6166_mothersyoungersister,nàrⁿà sàndâm\\sàndâ:,nàrⁿà_sàndâ-m,n à r ∼ à + s à ⁿd â + m,,heathdogon,,,,,n à r ∼ à + s à ⁿd â + m,s à ⁿd âː,s à ⁿd âː,sàndâ:,
BenTey-6166_mothersyoungersister-1,,BenTey,6166_mothersyoungersister,nà tɛ᷈:m,nà_tɛ᷈:-m,n à + t ɛ̌ː + m,,heathdogon,,,,,n à + t ɛ̌ː + m,,,,
Bunoge-6166_mothersyoungersister-1,,Bunoge,6166_mothersyoungersister,nìní dɛ̀bɔ̀,nì-ní_dɛ̀bɔ̀,n ì + n í + d ɛ̀ b ɔ̀,,heathdogon,,,,,n ì + n í + d ɛ̀ b ɔ̀,,,,
DogulDomBendiely-6166_mothersyoungersister-1,,DogulDomBendiely,6166_mothersyoungersister,m̀báy,m̀báy,m ə̀ b á j,,heathdogon,,,,,m.ə̀ b á j,,,,
DogulDomKundialang-6166_mothersyoungersister-1,,DogulDomKundialang,6166_mothersyoungersister,"ɔ̀bí:, m̀báy",ɔ̀bí:,ɔ̀ b íː,,heathdogon,,,,,ɔ̀ b íː,,,,
DonnoSo-6166_mothersyoungersister-1,,DonnoSo,6166_mothersyoungersister,nǎ:,nǎ:,n ǎː,,heathdogon,,,,,n ǎː,,,,
JamsayDouentza-6166_mothersyoungersister-1,,JamsayDouentza,6166_mothersyoungersister,nà: těyⁿ,nà:_těyⁿ,n àː + t ě y ∼,,heathdogon,,,,,n àː + t ě y ∼,,,,
Mombo-6166_mothersyoungersister-1,,Mombo,6166_mothersyoungersister,bɔ́:,bɔ́:,b ɔ́ː,,heathdogon,,,,,b ɔ́ː,,,,
Najamba-6166_mothersyoungersister-1,,Najamba,6166_mothersyoungersister,ɲɔ̌njɔ̀\\ɲɔ̌njɔ̀mbò,ɲɔ̌njɔ̀,ɲ ɔ̌ ⁿdʒ ɔ̀,,heathdogon,,,,,ɲ ɔ̌ ⁿdʒ ɔ̀,ɲ ɔ̌ ⁿdʒ ɔ̀ + ⁿb ò,ɲ ɔ̌ ⁿdʒ ɔ̀ + ⁿb ò,ɲɔ̌njɔ̀-mbò,
Nanga-6166_mothersyoungersister-1,,Nanga,6166_mothersyoungersister,dè tɛ̀gɛ̂,dè_tɛ̀gɛ̂,d è + t ɛ̀ ɡ ɛ̂,,heathdogon,,,,,d è + t ɛ̀ ɡ ɛ̂,,,,
PergeTegu-6166_mothersyoungersister-1,,PergeTegu,6166_mothersyoungersister,nà: tɛ̌yⁿ,nà:_tɛ̌yⁿ,n àː + t ɛ̌ y ∼,,heathdogon,,,,,n àː + t ɛ̌ y ∼,,,,
TebulUre-6166_mothersyoungersister-1,,TebulUre,6166_mothersyoungersister,nà sɛ̌: ~ nà sɛ̀gɛ́,nà_sɛ̀gɛ́,n à + s ɛ̀ ɡ ɛ́,,heathdogon,,,,,n à + s ɛ̀ ɡ ɛ́,,,,
Tiranige-6166_mothersyoungersister-1,,Tiranige,6166_mothersyoungersister,nɛ̀: wéníwè,nɛ̀:_wéní-wè,n ɛ̀ː + w é n í + w è,,heathdogon,,,,,n ɛ̀ː + w é n í + w è,,,,
TogoKan-6166_mothersyoungersister-1,,TogoKan,6166_mothersyoungersister,lɔ́:,lɔ́:,l ɔ́ː,,heathdogon,,,,,l ɔ́ː,,,,
TommoSoTongoTongo-6166_mothersyoungersister-1,,TommoSoTongoTongo,6166_mothersyoungersister,nàà dàgú,nàà_dàgú,n à à + d à ɡ ú,,heathdogon,,,,,n à.à + d à ɡ ú,,,,
ToroTegu-6166_mothersyoungersister-1,,ToroTegu,6166_mothersyoungersister,nà lɔ̌:\\mǎ:,nà_lɔ̌:,n à + l ɔ̌ː,,heathdogon,,,,,n à + l ɔ̌ː,n à + l ɔ̌ː + m ǎː,n à + l ɔ̌ː + m ǎː,nà_lɔ̌:-mǎ:,
YandaDom-6166_mothersyoungersister-1,,YandaDom,6166_mothersyoungersister,ìyànɛ̀,ìyà-nɛ̀,ì j à + n ɛ̀,,heathdogon,,,,,ì j à + n ɛ̀,,,,
YornoSo-6166_mothersyoungersister-1,,YornoSo,6166_mothersyoungersister,nà: dágù,nà:_dágù,n àː + d á ɡ ù,,heathdogon,,,,,n àː + d á ɡ ù,,,,
BankanTey-4021_fatherssister-1,,BankanTey,4021_fatherssister,sɛ̀sɛ̌m\\sɛ̀sɛ́,sɛ̀sɛ̌-m,s ɛ̀ s ɛ̌ + m,,heathdogon,,,,,s ɛ̀ s ɛ̌ + m,s ɛ̀ s ɛ́,s ɛ̀ s ɛ́,sɛ̀sɛ́,
BenTey-4021_fatherssister-1,,BenTey,4021_fatherssister,sìsɛ́,sìsɛ́,s ì s ɛ́,,heathdogon,,,,,s ì s ɛ́,,,,
Bunoge-4021_fatherssister-1,,Bunoge,4021_fatherssister,tɔ̀lɔ̀,tɔ̀lɔ̀,t ɔ̀ l ɔ̀,,heathdogon,,,,,t ɔ̀ l ɔ̀,,,,
DogulDomBendiely-4021_fatherssister-1,,DogulDomBendiely,4021_fatherssister,nɛ́nɛ̀,nɛ́nɛ̀,n ɛ́ n ɛ̀,,heathdogon,,,,,n ɛ́ n ɛ̀,,,,
DogulDomKundialang-4021_fatherssister-1,,DogulDomKundialang,4021_fatherssister,nɛ́nɛ̀,nɛ́nɛ̀,n ɛ́ n ɛ̀,,heathdogon,,,,,n ɛ́ n ɛ̀,,,,
DonnoSo-4021_fatherssister-1,,DonnoSo,4021_fatherssister,nìnɛ́,nìnɛ́,n ì n ɛ́,,heathdogon,,,,,n ì n ɛ́,,,,
Gourou-4021_fatherssister-1,,Gourou,4021_fatherssister,nɛ̀rⁿɛ́,nɛ̀rⁿɛ́,n ɛ̀ r ∼ ɛ́,,heathdogon,,,,,n ɛ̀ r ∼ ɛ́,,,,
JamsayDouentza-4021_fatherssister-1,,JamsayDouentza,4021_fatherssister,nɛ̀rⁿɛ́,nɛ̀rⁿɛ́,n ɛ̀ r ∼ ɛ́,,heathdogon,,,,,n ɛ̀ r ∼ ɛ́,,,,
Mombo-4021_fatherssister-1,,Mombo,4021_fatherssister,bɔ́:,bɔ́:,b ɔ́ː,,heathdogon,,,,,b ɔ́ː,,,,
Najamba-4021_fatherssister-1,,Najamba,4021_fatherssister,sèjí:\\sèjìmbó,sèjí:,s è dʒ íː,,heathdogon,,,,,s è dʒ íː,s è dʒ ì + ⁿb ó,s è dʒ ì + ⁿb ó,sèjì-mbó,
Nanga-4021_fatherssister-1,,Nanga,4021_fatherssister,tùsá,tùsá,t ù s á,,heathdogon,,,,,t ù s á,,,,
Penange-4021_fatherssister-1,,Penange,4021_fatherssister,bɔ̀:,bɔ̀:,b ɔ̀ː,,heathdogon,,,,,b ɔ̀ː,,,,
PergeTegu-4021_fatherssister-1,,PergeTegu,4021_fatherssister,nɛ̀rⁿɛ́,nɛ̀rⁿɛ́,n ɛ̀ r ∼ ɛ́,,heathdogon,,,,,n ɛ̀ r ∼ ɛ́,,,,
TebulUre-4021_fatherssister-1,,TebulUre,4021_fatherssister,bà sá,bà_sá,b à + s á,,heathdogon,,,,,b à + s á,,,,
Tiranige-4021_fatherssister-1,,Tiranige,4021_fatherssister,nɛ̀njɛ̀,nɛ̀njɛ̀,n ɛ̀ ⁿdʒ ɛ̀,,heathdogon,,,,,n ɛ̀ ⁿdʒ ɛ̀,,,,
TogoKan-4021_fatherssister-1,,TogoKan,4021_fatherssister,nìrⁿí ~ nǐ:,nìrⁿí,n ì r ∼ í,,heathdogon,,,,,n ì r ∼ í,,,,
TommoSoTongoTongo-4021_fatherssister-1,,TommoSoTongoTongo,4021_fatherssister,nìnɛ́,nì-nɛ́,n ì + n ɛ́,,heathdogon,,,,,n ì + n ɛ́,,,,
ToroTegu-4021_fatherssister-1,,ToroTegu,4021_fatherssister,nɛ̀rⁿɛ́\\mǎ:,nɛ̀rⁿɛ́,n ɛ̀ r ∼ ɛ́,,heathdogon,,,,,n ɛ̀ r ∼ ɛ́,n ɛ̀ r ∼ ɛ́ + m ǎː,n ɛ̀ r ∼ ɛ́ + m ǎː,nɛ̀rⁿɛ́-mǎ:,
YandaDom-4021_fatherssister-1,,YandaDom,4021_fatherssister,nèrⁿá,nèrⁿá,n è r ∼ á,,heathdogon,,,,,n è r ∼ á,,,,
YornoSo-4021_fatherssister-1,,YornoSo,4021_fatherssister,"nɛ̀rⁿɛ́\\nɛ́rⁿɛ́m ~ nɛ̀rⁿɛ̀ bè, nɛ̀nɛ̌:",nɛ̀rⁿɛ́,n ɛ̀ r ∼ ɛ́,,heathdogon,,,,,n ɛ̀ r ∼ ɛ́,n ɛ́ r ∼ ɛ́ + m,n ɛ́ r ∼ ɛ́ + m,nɛ́rⁿɛ́-m,
BankanTey-4535_grandfather-1,,BankanTey,4535_grandfather,pǎ:m\\pǎ:,pǎ:-m,p ǎː + m,,heathdogon,,,,,p ǎː + m,p ǎː,p ǎː,pǎ:,
BenTey-4535_grandfather-1,,BenTey,4535_grandfather,pǎ:,pǎ:,p ǎː,,heathdogon,,,,,p ǎː,,,,
Bunoge-4535_grandfather-1,,Bunoge,4535_grandfather,tòrì,tòrì,t ò r ì,,heathdogon,,,,,t ò r ì,,,,
DogulDomBendiely-4535_grandfather-1,,DogulDomBendiely,4535_grandfather,bààbá,bààbá,b à à b á,,heathdogon,,,,,b à.à b á,,,,
DogulDomKundialang-4535_grandfather-1,,DogulDomKundialang,4535_grandfather,bà:bá:,bà:bá:,b àː b áː,,heathdogon,,,,,b àː b áː,,,,
DonnoSo-4535_grandfather-1,,DonnoSo,4535_grandfather,"bà:bâ:, ànná:nà",bà:-bâ:,b àː + b âː,,heathdogon,,,,,b àː + b âː,,,,
JamsayDouentza-4535_grandfather-1,,JamsayDouentza,4535_grandfather,tìrɛ̀ǎn,tìrɛ̀-ǎ-n,t ì r ɛ̀ + ǎ + n,,heathdogon,,,,,t ì r ɛ̀ + ǎ + n,,,,
JamsayMondoro-4535_grandfather-1,,JamsayMondoro,4535_grandfather,tìrɛ̀ǎn,tìrɛ̀-ǎ-n,t ì r ɛ̀ + ǎ + n,,heathdogon,,,,,t ì r ɛ̀ + ǎ + n,,,,
Mombo-4535_grandfather-1,,Mombo,4535_grandfather,bábá,bábá,b á b á,,heathdogon,,,,,b á b á,,,,
Nanga-4535_grandfather-1,,Nanga,4535_grandfather,pàwá,pàwá,p à w á,,heathdogon,,,,,p à w á,,,,
